,id_venta,id_producto,producto,precio_unit,cantidad,fecha_venta,categoria,rango,precio_rango
705,2701,0,Parlantes Bluetooth,88.65,9,2024-03-21,Electrónica,,0.0
706,2946,0,Laptop,27.65,11,2024-03-21,Electrónica,,0.0
707,65,112,Alfombra,63.14,2,2024-03-22,Decoración,R2,54-89
708,270,103,Adorno de pared,96.59,6,2024-03-22,Decoración,R3,91-120
709,645,111,Alfombra,36.17,1,2024-03-22,Decoración,R1,28-54
710,1222,0,Heladera,103.34,8,2024-03-22,Electrodomésticos,,0.0
711,1921,0,Freidora eléctrica,124.0,5,2024-03-22,Electrodomésticos,,0.0
712,2059,0,Proyector,116.66,12,2024-03-22,Electrónica,,0.0
713,2100,0,Consola de videojuegos,94.73,1,2024-03-22,Electrónica,,0.0
714,2162,0,Televisor,40.83,3,2024-03-22,Electrónica,,0.0
715,2634,133,Auriculares,124.63,10,2024-03-22,Electrónica,R3,0.0
716,2813,0,Smartphone,114.94,11,2024-03-22,Electrónica,,0.0
717,1607,0,Horno eléctrico,53.09,3,2024-03-23,Electrodomésticos,,0.0
718,1690,0,Plancha de vapor,68.28,9,2024-03-23,Electrodomésticos,,0.0
719,2456,0,Laptop,68.84,11,2024-03-23,Electrónica,,0.0
720,210,102,Adorno de pared,71.67,4,2024-03-24,Decoración,R2,66-91
721,708,0,Rincón de plantas,63.1,11,2024-03-24,Decoración,,0.0
722,1502,0,Heladera,112.52,4,2024-03-24,Electrodomésticos,,0.0
723,1562,0,Heladera,31.42,1,2024-03-24,Electrodomésticos,,0.0
724,1904,123,Aspiradora,102.92,5,2024-03-24,Electrodomésticos,R3,0.0
725,2003,0,Smartphone,118.8,2,2024-03-24,Electrónica,,0.0
726,2399,0,Proyector,96.7,3,2024-03-24,Electrónica,,0.0
727,2420,0,Consola de videojuegos,72.78,9,2024-03-24,Electrónica,,0.0
728,2462,0,Televisor,46.04,3,2024-03-24,Electrónica,,0.0
729,2480,0,Consola de videojuegos,96.21,11,2024-03-24,Electrónica,,0.0
730,339,0,Lámpara de mesa,42.6,1,2024-03-25,Decoración,,0.0
731,595,112,Alfombra,83.25,1,2024-03-25,Decoración,R2,54-89
732,629,0,Lámpara de mesa,40.3,2,2024-03-25,Decoración,,0.0
733,652,193,Cuadro decorativo,100.52,9,2024-03-25,Decoración,R3,0.0
734,1093,0,Microondas,71.38,1,2024-03-25,Electrodomésticos,,0.0
735,1918,151,Cafetera,39.33,10,2024-03-25,Electrodomésticos,R1,0.0
736,2306,0,Laptop,80.84,9,2024-03-25,Electrónica,,0.0
737,2542,0,Televisor,67.37,4,2024-03-25,Electrónica,,0.0
738,594,0,Jarrón decorativo,115.95,1,2024-03-26,Decoración,,0.0
739,649,0,Lámpara de mesa,83.61,1,2024-03-26,Decoración,,0.0
740,1183,0,Microondas,49.65,5,2024-03-26,Electrodomésticos,,0.0
741,1648,152,Cafetera,63.49,7,2024-03-26,Electrodomésticos,R2,0.0
742,1705,0,Lavadora,81.34,4,2024-03-26,Electrodomésticos,,0.0
743,1874,122,Aspiradora,78.77,1,2024-03-26,Electrodomésticos,R2,0.0
744,2912,0,Televisor,42.72,1,2024-03-26,Electrónica,,0.0
745,132,191,Cuadro decorativo,56.45,12,2024-03-27,Decoración,R1,0.0
746,549,0,Lámpara de mesa,116.13,8,2024-03-27,Decoración,,0.0
747,598,0,Rincón de plantas,82.59,8,2024-03-27,Decoración,,0.0
748,939,0,Lámpara de mesa,46.83,3,2024-03-27,Decoración,,0.0
749,1251,0,Freidora eléctrica,113.11,12,2024-03-27,Electrodomésticos,,0.0
750,1785,0,Lavadora,44.12,10,2024-03-27,Electrodomésticos,,0.0
751,558,0,Rincón de plantas,93.66,10,2024-03-28,Decoración,,0.0
752,730,103,Adorno de pared,103.9,8,2024-03-28,Decoración,R3,91-120
753,1121,0,Freidora eléctrica,90.31,6,2024-03-28,Electrodomésticos,,0.0
754,1433,0,Microondas,63.01,8,2024-03-28,Electrodomésticos,,0.0
755,1565,0,Lavadora,37.25,11,2024-03-28,Electrodomésticos,,0.0
756,1873,0,Microondas,32.18,7,2024-03-28,Electrodomésticos,,0.0
757,2830,0,Consola de videojuegos,123.72,3,2024-03-28,Electrónica,,0.0
758,2272,0,Televisor,55.97,7,2024-03-29,Electrónica,,0.0
759,2585,131,Auriculares,47.12,12,2024-03-29,Electrónica,R1,0.0
760,2838,0,SmartWatch,115.3,3,2024-03-29,Electrónica,,0.0
761,2856,0,Laptop,122.13,11,2024-03-29,Electrónica,,0.0
762,749,0,Lámpara de mesa,44.88,1,2024-03-30,Decoración,,0.0
763,1800,0,Plancha de vapor,33.15,2,2024-03-30,Electrodomésticos,,0.0
764,1821,0,Freidora eléctrica,44.33,10,2024-03-30,Electrodomésticos,,0.0
765,2034,133,Auriculares,120.46,8,2024-03-30,Electrónica,R3,0.0
766,2044,0,Tablet,35.84,11,2024-03-30,Electrónica,,0.0
767,2286,0,Laptop,71.74,8,2024-03-30,Electrónica,,0.0
768,2683,0,Smartphone,111.41,7,2024-03-30,Electrónica,,0.0
769,2984,0,Tablet,75.89,11,2024-03-30,Electrónica,,0.0
770,46,0,Cortinas,98.15,7,2024-03-31,Decoración,,0.0
771,221,0,Lámpara de mesa,41.81,9,2024-03-31,Decoración,,0.0
772,251,0,Lámpara de mesa,33.37,3,2024-03-31,Decoración,,0.0
773,654,0,Jarrón decorativo,53.53,7,2024-03-31,Decoración,,0.0
774,904,0,Jarrón decorativo,40.48,11,2024-03-31,Decoración,,0.0
775,1201,0,Freidora eléctrica,95.13,8,2024-03-31,Electrodomésticos,,0.0
776,1261,0,Freidora eléctrica,84.29,10,2024-03-31,Electrodomésticos,,0.0
777,1633,0,Microondas,112.89,1,2024-03-31,Electrodomésticos,,0.0
778,1948,153,Cafetera,116.78,6,2024-03-31,Electrodomésticos,R3,0.0
779,2062,0,Televisor,101.98,7,2024-03-31,Electrónica,,0.0
780,2731,0,Parlantes Bluetooth,77.95,6,2024-03-31,Electrónica,,0.0
781,390,102,Adorno de pared,87.52,8,2024-04-01,Decoración,R2,66-91
782,522,191,Cuadro decorativo,27.99,5,2024-04-01,Decoración,R1,0.0
783,1322,0,Heladera,58.58,4,2024-04-01,Electrodomésticos,,0.0
784,2310,0,Consola de videojuegos,102.41,5,2024-04-01,Electrónica,,0.0
785,2383,0,Smartphone,103.69,1,2024-04-01,Electrónica,,0.0
786,2865,132,Auriculares,89.29,2,2024-04-01,Electrónica,R2,0.0
787,45,112,Alfombra,72.91,1,2024-04-02,Decoración,R2,54-89
788,893,0,Espejo decorativo,34.64,12,2024-04-02,Decoración,,0.0
789,1008,151,Cafetera,42.4,10,2024-04-02,Electrodomésticos,R1,0.0
790,1148,153,Cafetera,110.21,4,2024-04-02,Electrodomésticos,R3,0.0
791,1457,0,Horno eléctrico,27.61,6,2024-04-02,Electrodomésticos,,0.0
792,1588,151,Cafetera,58.68,4,2024-04-02,Electrodomésticos,R1,0.0
793,1866,0,Secadora,39.42,9,2024-04-02,Electrodomésticos,,0.0
794,1889,143,Batidora,121.14,3,2024-04-02,Electrodomésticos,R3,0.0
795,1983,0,Microondas,96.24,4,2024-04-02,Electrodomésticos,,0.0
796,226,0,Cortinas,27.05,3,2024-04-03,Decoración,,0.0
797,351,0,Lámpara de mesa,98.22,4,2024-04-03,Decoración,,0.0
798,479,0,Lámpara de mesa,35.26,9,2024-04-03,Decoración,,0.0
799,570,101,Adorno de pared,64.18,7,2024-04-03,Decoración,R1,25-66
800,643,0,Espejo decorativo,43.51,1,2024-04-03,Decoración,,0.0
801,679,0,Lámpara de mesa,39.86,6,2024-04-03,Decoración,,0.0
802,1188,152,Cafetera,91.58,11,2024-04-03,Electrodomésticos,R2,0.0
803,1480,0,Plancha de vapor,99.08,11,2024-04-03,Electrodomésticos,,0.0
804,1611,0,Freidora eléctrica,82.46,4,2024-04-03,Electrodomésticos,,0.0
805,1627,0,Horno eléctrico,40.58,5,2024-04-03,Electrodomésticos,,0.0
806,2028,0,SmartWatch,38.84,7,2024-04-03,Electrónica,,0.0
807,2281,0,Parlantes Bluetooth,70.68,5,2024-04-03,Electrónica,,0.0
808,2532,0,Televisor,81.42,9,2024-04-03,Electrónica,,0.0
809,172,193,Cuadro decorativo,87.93,11,2024-04-04,Decoración,R3,0.0
810,237,0,Elementos de cerámica,61.12,9,2024-04-04,Decoración,,0.0
811,340,101,Adorno de pared,49.3,2,2024-04-04,Decoración,R1,25-66
812,400,101,Adorno de pared,33.1,1,2024-04-04,Decoración,R1,25-66
813,841,0,Lámpara de mesa,86.82,10,2024-04-04,Decoración,,0.0
814,1287,0,Horno eléctrico,116.05,11,2024-04-04,Electrodomésticos,,0.0
815,1366,0,Secadora,31.56,11,2024-04-04,Electrodomésticos,,0.0
816,1878,152,Cafetera,68.97,8,2024-04-04,Electrodomésticos,R2,0.0
817,2124,0,Tablet,74.39,7,2024-04-04,Electrónica,,0.0
818,56,0,Cortinas,66.24,5,2024-04-05,Decoración,,0.0
819,421,0,Lámpara de mesa,114.83,9,2024-04-05,Decoración,,0.0
820,424,0,Jarrón decorativo,87.94,2,2024-04-05,Decoración,,0.0
821,1868,152,Cafetera,62.23,1,2024-04-05,Electrodomésticos,R2,0.0
822,2545,131,Auriculares,32.81,11,2024-04-05,Electrónica,R1,0.0
823,2778,0,SmartWatch,70.66,7,2024-04-05,Electrónica,,0.0
824,145,111,Alfombra,41.72,8,2024-04-06,Decoración,R1,28-54
825,300,102,Adorno de pared,67.75,9,2024-04-06,Decoración,R2,66-91
826,439,0,Lámpara de mesa,35.43,2,2024-04-06,Decoración,,0.0
827,906,0,Cortinas,84.04,3,2024-04-06,Decoración,,0.0
828,959,0,Lámpara de mesa,76.32,7,2024-04-06,Decoración,,0.0
829,1376,0,Secadora,69.58,7,2024-04-06,Electrodomésticos,,0.0
830,1776,0,Secadora,33.55,3,2024-04-06,Electrodomésticos,,0.0
831,1784,123,Aspiradora,115.24,3,2024-04-06,Electrodomésticos,R3,0.0
832,1974,122,Aspiradora,87.32,7,2024-04-06,Electrodomésticos,R2,0.0
833,2080,0,Consola de videojuegos,100.69,7,2024-04-06,Electrónica,,0.0
834,2108,0,SmartWatch,79.37,10,2024-04-06,Electrónica,,0.0
835,2169,0,Proyector,120.34,1,2024-04-06,Electrónica,,0.0
836,213,0,Espejo decorativo,40.76,8,2024-04-07,Decoración,,0.0
837,345,112,Alfombra,56.78,9,2024-04-07,Decoración,R2,54-89
838,398,0,Rincón de plantas,77.3,7,2024-04-07,Decoración,,0.0
839,509,0,Lámpara de mesa,72.5,1,2024-04-07,Decoración,,0.0
840,821,0,Lámpara de mesa,71.17,10,2024-04-07,Decoración,,0.0
841,1642,0,Heladera,88.78,2,2024-04-07,Electrodomésticos,,0.0
842,1956,0,Secadora,42.59,12,2024-04-07,Electrodomésticos,,0.0
843,2085,133,Auriculares,122.56,6,2024-04-07,Electrónica,R3,0.0
844,2096,0,Laptop,83.25,6,2024-04-07,Electrónica,,0.0
845,2356,0,Laptop,30.16,6,2024-04-07,Electrónica,,0.0
846,2373,0,Smartphone,123.6,12,2024-04-07,Electrónica,,0.0
847,204,0,Jarrón decorativo,94.75,1,2024-04-08,Decoración,,0.0
848,1381,0,Freidora eléctrica,38.12,2,2024-04-08,Electrodomésticos,,0.0
849,2365,132,Auriculares,92.91,11,2024-04-08,Electrónica,R2,0.0
850,2486,0,Laptop,124.95,11,2024-04-08,Electrónica,,0.0
851,2506,0,Laptop,34.74,1,2024-04-08,Electrónica,,0.0
852,2705,132,Auriculares,87.29,2,2024-04-08,Electrónica,R2,0.0
853,1225,0,Lavadora,87.65,2,2024-04-09,Electrodomésticos,,0.0
854,1344,121,Aspiradora,34.1,3,2024-04-09,Electrodomésticos,R1,0.0
855,1361,0,Freidora eléctrica,103.64,10,2024-04-09,Electrodomésticos,,0.0
856,1979,142,Batidora,88.23,11,2024-04-09,Electrodomésticos,R2,0.0
857,2852,0,Televisor,34.23,4,2024-04-09,Electrónica,,0.0
858,48,0,Rincón de plantas,102.85,3,2024-04-10,Decoración,,0.0
859,141,0,Lámpara de mesa,96.45,1,2024-04-10,Decoración,,0.0
860,426,0,Cortinas,119.55,7,2024-04-10,Decoración,,0.0
861,556,0,Cortinas,42.74,12,2024-04-10,Decoración,,0.0
862,600,101,Adorno de pared,66.0,4,2024-04-10,Decoración,R2,25-66
863,797,0,Elementos de cerámica,52.97,2,2024-04-10,Decoración,,0.0
864,1315,0,Lavadora,49.69,12,2024-04-10,Electrodomésticos,,0.0
865,1356,0,Secadora,124.09,4,2024-04-10,Electrodomésticos,,0.0
866,1435,0,Lavadora,37.2,10,2024-04-10,Electrodomésticos,,0.0
867,1618,151,Cafetera,31.94,11,2024-04-10,Electrodomésticos,R1,0.0
868,1630,0,Plancha de vapor,76.06,9,2024-04-10,Electrodomésticos,,0.0
869,1871,0,Freidora eléctrica,88.9,6,2024-04-10,Electrodomésticos,,0.0
870,1919,141,Batidora,38.51,9,2024-04-10,Electrodomésticos,R1,0.0
871,2661,0,Parlantes Bluetooth,79.11,3,2024-04-10,Electrónica,,0.0
872,2785,133,Auriculares,122.8,3,2024-04-10,Electrónica,R3,0.0
873,328,0,Rincón de plantas,60.89,1,2024-04-11,Decoración,,0.0
874,466,0,Cortinas,26.29,7,2024-04-11,Decoración,,0.0
875,1109,143,Batidora,123.83,12,2024-04-11,Electrodomésticos,R3,0.0
876,1578,153,Cafetera,101.98,2,2024-04-11,Electrodomésticos,R3,0.0
877,2370,0,Consola de videojuegos,46.08,7,2024-04-11,Electrónica,,0.0
878,2478,0,SmartWatch,80.84,8,2024-04-11,Electrónica,,0.0
879,2544,0,Tablet,63.88,8,2024-04-11,Electrónica,,0.0
880,2934,0,Tablet,95.9,2,2024-04-11,Electrónica,,0.0
881,127,0,Elementos de cerámica,93.84,8,2024-04-12,Decoración,,0.0
882,292,192,Cuadro decorativo,78.91,8,2024-04-12,Decoración,R2,0.0
883,1394,122,Aspiradora,68.73,5,2024-04-12,Electrodomésticos,R2,0.0
884,2492,0,Televisor,54.4,5,2024-04-12,Electrónica,,0.0
885,2812,0,Televisor,52.6,2,2024-04-12,Electrónica,,0.0
886,89,0,Lámpara de mesa,55.79,1,2024-04-13,Decoración,,0.0
887,659,0,Lámpara de mesa,50.98,3,2024-04-13,Decoración,,0.0
888,1012,0,Heladera,62.93,1,2024-04-13,Electrodomésticos,,0.0
889,1048,151,Cafetera,58.81,10,2024-04-13,Electrodomésticos,R1,0.0
890,1450,0,Plancha de vapor,56.8,8,2024-04-13,Electrodomésticos,,0.0
891,1758,153,Cafetera,118.03,5,2024-04-13,Electrodomésticos,R3,0.0
892,1856,0,Secadora,42.03,11,2024-04-13,Electrodomésticos,,0.0
893,2490,0,Consola de videojuegos,122.79,6,2024-04-13,Electrónica,,0.0
894,2547,0,Cámara digital,60.29,6,2024-04-13,Electrónica,,0.0
895,2704,0,Tablet,117.89,1,2024-04-13,Electrónica,,0.0
896,2996,0,Cámara digital,63.89,1,2024-04-13,Electrónica,,0.0
897,285,113,Alfombra,107.8,7,2024-04-14,Decoración,R3,89-125
898,896,0,Cortinas,71.03,7,2024-04-14,Decoración,,0.0
899,1097,0,Horno eléctrico,122.69,10,2024-04-14,Electrodomésticos,,0.0
900,1516,0,Secadora,105.8,3,2024-04-14,Electrodomésticos,,0.0
901,1698,152,Cafetera,88.26,1,2024-04-14,Electrodomésticos,R2,0.0
902,2029,0,Proyector,124.37,8,2024-04-14,Electrónica,,0.0
903,2039,0,Proyector,34.39,7,2024-04-14,Electrónica,,0.0
904,2097,0,Cámara digital,42.17,8,2024-04-14,Electrónica,,0.0
905,2275,131,Auriculares,32.0,1,2024-04-14,Electrónica,R1,0.0
906,2381,0,Parlantes Bluetooth,98.28,5,2024-04-14,Electrónica,,0.0
907,107,0,Elementos de cerámica,45.86,6,2024-04-15,Decoración,,0.0
908,185,111,Alfombra,45.21,6,2024-04-15,Decoración,R1,28-54
909,374,0,Jarrón decorativo,94.59,5,2024-04-15,Decoración,,0.0
910,601,0,Lámpara de mesa,99.85,3,2024-04-15,Decoración,,0.0
911,616,0,Cortinas,107.96,9,2024-04-15,Decoración,,0.0
912,886,0,Cortinas,45.79,7,2024-04-15,Decoración,,0.0
913,1134,122,Aspiradora,69.06,11,2024-04-15,Electrodomésticos,R2,0.0
914,1168,151,Cafetera,37.32,2,2024-04-15,Electrodomésticos,R1,0.0
915,1454,121,Aspiradora,51.46,4,2024-04-15,Electrodomésticos,R1,0.0
916,2266,0,Laptop,104.48,5,2024-04-15,Electrónica,,0.0
917,2396,0,Laptop,77.38,1,2024-04-15,Electrónica,,0.0
918,2673,0,Smartphone,76.29,11,2024-04-15,Electrónica,,0.0
919,19,0,Lámpara de mesa,61.03,6,2024-04-16,Decoración,,0.0
920,953,0,Espejo decorativo,76.31,5,2024-04-16,Decoración,,0.0
921,1177,0,Horno eléctrico,65.16,4,2024-04-16,Electrodomésticos,,0.0
922,1629,143,Batidora,108.94,6,2024-04-16,Electrodomésticos,R3,0.0
923,1655,0,Lavadora,37.39,1,2024-04-16,Electrodomésticos,,0.0
924,1803,0,Microondas,122.22,11,2024-04-16,Electrodomésticos,,0.0
925,1864,121,Aspiradora,54.94,3,2024-04-16,Electrodomésticos,R1,0.0
926,2019,0,Proyector,41.79,7,2024-04-16,Electrónica,,0.0
927,2151,0,Parlantes Bluetooth,83.34,7,2024-04-16,Electrónica,,0.0
928,2610,0,Consola de videojuegos,49.74,9,2024-04-16,Electrónica,,0.0
929,2615,131,Auriculares,46.72,11,2024-04-16,Electrónica,R1,0.0
930,2715,133,Auriculares,100.58,7,2024-04-16,Electrónica,R3,0.0
931,1,0,Lámpara de mesa,82.25,8,2024-04-17,Decoración,,0.0
932,138,0,Rincón de plantas,38.89,2,2024-04-17,Decoración,,0.0
933,1009,143,Batidora,119.03,8,2024-04-17,Electrodomésticos,R3,0.0
934,1118,152,Cafetera,67.0,11,2024-04-17,Electrodomésticos,R2,0.0
935,1190,0,Plancha de vapor,29.68,1,2024-04-17,Electrodomésticos,,0.0
936,1253,0,Microondas,65.99,8,2024-04-17,Electrodomésticos,,0.0
937,1521,0,Freidora eléctrica,89.52,10,2024-04-17,Electrodomésticos,,0.0
938,1532,0,Heladera,29.17,2,2024-04-17,Electrodomésticos,,0.0
939,2368,0,SmartWatch,70.23,5,2024-04-17,Electrónica,,0.0
940,925,111,Alfombra,52.55,11,2024-04-18,Decoración,R1,28-54
941,1316,0,Secadora,110.21,11,2024-04-18,Electrodomésticos,,0.0
942,1590,0,Plancha de vapor,60.38,4,2024-04-18,Electrodomésticos,,0.0
943,1914,122,Aspiradora,92.52,1,2024-04-18,Electrodomésticos,R2,0.0
944,2134,0,Tablet,43.2,4,2024-04-18,Electrónica,,0.0
945,548,0,Rincón de plantas,32.26,8,2024-04-19,Decoración,,0.0
946,905,113,Alfombra,112.82,9,2024-04-19,Decoración,R3,89-125
947,1224,123,Aspiradora,110.58,4,2024-04-19,Electrodomésticos,R3,0.0
948,1459,142,Batidora,66.73,8,2024-04-19,Electrodomésticos,R2,0.0
949,1943,0,Microondas,82.6,10,2024-04-19,Electrodomésticos,,0.0
950,2095,133,Auriculares,117.6,3,2024-04-19,Electrónica,R3,0.0
951,2375,132,Auriculares,73.7,10,2024-04-19,Electrónica,R2,0.0
952,198,0,Rincón de plantas,115.15,11,2024-04-20,Decoración,,0.0
953,833,0,Espejo decorativo,119.87,10,2024-04-20,Decoración,,0.0
954,1425,0,Lavadora,118.77,8,2024-04-20,Electrodomésticos,,0.0
955,1680,0,Plancha de vapor,110.3,9,2024-04-20,Electrodomésticos,,0.0
956,1701,0,Freidora eléctrica,87.64,7,2024-04-20,Electrodomésticos,,0.0
957,2176,0,Laptop,36.36,7,2024-04-20,Electrónica,,0.0
958,2413,0,Smartphone,76.69,3,2024-04-20,Electrónica,,0.0
959,2844,0,Tablet,53.22,7,2024-04-20,Electrónica,,0.0
960,249,0,Lámpara de mesa,95.05,1,2024-04-21,Decoración,,0.0
961,452,193,Cuadro decorativo,119.07,12,2024-04-21,Decoración,R3,0.0
962,563,0,Espejo decorativo,65.35,10,2024-04-21,Decoración,,0.0
963,934,0,Jarrón decorativo,96.24,11,2024-04-21,Decoración,,0.0
964,1193,0,Microondas,90.55,4,2024-04-21,Electrodomésticos,,0.0
965,1230,0,Plancha de vapor,90.85,2,2024-04-21,Electrodomésticos,,0.0
966,1307,0,Horno eléctrico,85.42,11,2024-04-21,Electrodomésticos,,0.0
967,2212,0,Televisor,38.98,11,2024-04-21,Electrónica,,0.0
968,2369,0,Proyector,87.64,2,2024-04-21,Electrónica,,0.0
969,2523,0,Smartphone,56.73,1,2024-04-21,Electrónica,,0.0
970,2611,0,Parlantes Bluetooth,48.89,12,2024-04-21,Electrónica,,0.0
971,281,0,Lámpara de mesa,42.17,8,2024-04-22,Decoración,,0.0
972,305,113,Alfombra,91.25,2,2024-04-22,Decoración,R3,89-125
973,422,191,Cuadro decorativo,47.37,9,2024-04-22,Decoración,R1,0.0
974,538,0,Rincón de plantas,119.89,4,2024-04-22,Decoración,,0.0
975,741,0,Lámpara de mesa,98.0,12,2024-04-22,Decoración,,0.0
976,1010,0,Plancha de vapor,37.94,8,2024-04-22,Electrodomésticos,,0.0
977,1203,0,Microondas,96.53,1,2024-04-22,Electrodomésticos,,0.0
978,1841,0,Freidora eléctrica,58.26,2,2024-04-22,Electrodomésticos,,0.0
979,2887,0,Cámara digital,118.02,1,2024-04-22,Electrónica,,0.0
980,209,0,Lámpara de mesa,97.04,12,2024-04-23,Decoración,,0.0
981,299,0,Lámpara de mesa,119.55,3,2024-04-23,Decoración,,0.0
982,1477,0,Horno eléctrico,118.26,11,2024-04-23,Electrodomésticos,,0.0
983,1952,0,Heladera,115.09,2,2024-04-23,Electrodomésticos,,0.0
984,2214,0,Tablet,81.56,8,2024-04-23,Electrónica,,0.0
985,2993,131,Auriculares,38.79,7,2024-04-23,Electrónica,R1,0.0
986,434,0,Jarrón decorativo,39.89,2,2024-04-24,Decoración,,0.0
987,945,112,Alfombra,60.74,12,2024-04-24,Decoración,R2,54-89
988,1057,0,Horno eléctrico,30.51,3,2024-04-24,Electrodomésticos,,0.0
989,1320,0,Plancha de vapor,73.95,4,2024-04-24,Electrodomésticos,,0.0
990,2227,0,Cámara digital,46.25,8,2024-04-24,Electrónica,,0.0
991,2312,0,Televisor,108.25,8,2024-04-24,Electrónica,,0.0
992,2565,131,Auriculares,49.7,3,2024-04-24,Electrónica,R1,0.0
993,2962,0,Televisor,118.65,5,2024-04-24,Electrónica,,0.0
994,159,0,Lámpara de mesa,49.91,6,2024-04-25,Decoración,,0.0
995,320,101,Adorno de pared,37.38,6,2024-04-25,Decoración,R1,25-66
996,341,0,Lámpara de mesa,79.34,1,2024-04-25,Decoración,,0.0
997,673,0,Espejo decorativo,26.33,7,2024-04-25,Decoración,,0.0
998,701,0,Lámpara de mesa,95.05,3,2024-04-25,Decoración,,0.0
999,1041,0,Freidora eléctrica,89.99,6,2024-04-25,Electrodomésticos,,0.0
1000,1212,0,Heladera,33.95,11,2024-04-25,Electrodomésticos,,0.0
1001,1802,0,Heladera,27.75,11,2024-04-25,Electrodomésticos,,0.0
1002,1846,0,Secadora,124.29,2,2024-04-25,Electrodomésticos,,0.0
1003,2262,0,Televisor,48.3,2,2024-04-25,Electrónica,,0.0
1004,2713,0,Smartphone,28.75,9,2024-04-25,Electrónica,,0.0
1005,2827,0,Cámara digital,35.99,2,2024-04-25,Electrónica,,0.0
1006,765,112,Alfombra,72.71,1,2024-04-26,Decoración,R2,54-89
1007,1119,141,Batidora,59.86,3,2024-04-26,Electrodomésticos,R1,0.0
1008,2027,0,Cámara digital,69.96,10,2024-04-26,Electrónica,,0.0
1009,2088,0,SmartWatch,111.58,9,2024-04-26,Electrónica,,0.0
1010,2101,0,Parlantes Bluetooth,82.23,2,2024-04-26,Electrónica,,0.0
1011,2147,0,Cámara digital,74.37,6,2024-04-26,Electrónica,,0.0
1012,2363,0,Smartphone,88.02,12,2024-04-26,Electrónica,,0.0
1013,2504,132,Auriculares,76.65,10,2024-04-26,Electrónica,R2,0.0
1014,2580,0,Consola de videojuegos,107.55,7,2024-04-26,Electrónica,,0.0
1015,2646,0,Laptop,111.98,8,2024-04-26,Electrónica,,0.0
1016,51,0,Lámpara de mesa,112.42,5,2024-04-27,Decoración,,0.0
1017,359,0,Lámpara de mesa,72.78,7,2024-04-27,Decoración,,0.0
1018,375,112,Alfombra,70.93,8,2024-04-27,Decoración,R2,54-89
1019,537,0,Elementos de cerámica,124.38,5,2024-04-27,Decoración,,0.0
1020,844,0,Jarrón decorativo,61.72,7,2024-04-27,Decoración,,0.0
1021,1804,121,Aspiradora,43.25,7,2024-04-27,Electrodomésticos,R1,0.0
1022,2201,0,Parlantes Bluetooth,41.53,7,2024-04-27,Electrónica,,0.0
1023,2287,0,Cámara digital,26.79,11,2024-04-27,Electrónica,,0.0
1024,2465,133,Auriculares,93.52,3,2024-04-27,Electrónica,R3,0.0
1025,2528,0,SmartWatch,54.61,1,2024-04-27,Electrónica,,0.0
1026,2559,0,Proyector,86.2,8,2024-04-27,Electrónica,,0.0
1027,2633,0,Smartphone,35.18,12,2024-04-27,Electrónica,,0.0
1028,2645,133,Auriculares,122.64,10,2024-04-27,Electrónica,R3,0.0
1029,109,0,Lámpara de mesa,103.94,9,2024-04-28,Decoración,,0.0
1030,518,0,Rincón de plantas,113.79,7,2024-04-28,Decoración,,0.0
1031,1277,0,Horno eléctrico,41.9,4,2024-04-28,Electrodomésticos,,0.0
1032,1329,141,Batidora,55.84,7,2024-04-28,Electrodomésticos,R1,0.0
1033,1830,0,Plancha de vapor,120.94,11,2024-04-28,Electrodomésticos,,0.0
1034,1964,121,Aspiradora,52.92,10,2024-04-28,Electrodomésticos,R1,0.0
1035,2877,0,Cámara digital,45.1,1,2024-04-28,Electrónica,,0.0
1036,202,193,Cuadro decorativo,106.72,4,2024-04-29,Decoración,R3,0.0
1037,294,0,Jarrón decorativo,50.35,3,2024-04-29,Decoración,,0.0
1038,493,0,Espejo decorativo,109.32,10,2024-04-29,Decoración,,0.0
1039,799,0,Lámpara de mesa,102.9,5,2024-04-29,Decoración,,0.0
1040,1096,0,Secadora,115.14,10,2024-04-29,Electrodomésticos,,0.0
1041,1281,0,Freidora eléctrica,60.99,12,2024-04-29,Electrodomésticos,,0.0
1042,1715,0,Lavadora,119.22,11,2024-04-29,Electrodomésticos,,0.0
1043,2089,0,Proyector,95.13,12,2024-04-29,Electrónica,,0.0
1044,2367,0,Cámara digital,91.04,8,2024-04-29,Electrónica,,0.0
1045,124,0,Jarrón decorativo,93.39,7,2024-04-30,Decoración,,0.0
1046,177,0,Elementos de cerámica,64.17,4,2024-04-30,Decoración,,0.0
1047,255,112,Alfombra,68.38,7,2024-04-30,Decoración,R2,54-89
1048,709,0,Lámpara de mesa,98.77,2,2024-04-30,Decoración,,0.0
1049,975,111,Alfombra,28.96,5,2024-04-30,Decoración,R1,28-54
1050,988,0,Rincón de plantas,115.47,1,2024-04-30,Decoración,,0.0
1051,1036,0,Secadora,42.32,7,2024-04-30,Electrodomésticos,,0.0
1052,1205,0,Lavadora,42.38,6,2024-04-30,Electrodomésticos,,0.0
1053,1401,0,Freidora eléctrica,122.99,7,2024-04-30,Electrodomésticos,,0.0
1054,1762,0,Heladera,27.82,10,2024-04-30,Electrodomésticos,,0.0
1055,2629,0,Proyector,94.3,1,2024-04-30,Electrónica,,0.0
1056,306,0,Cortinas,96.05,5,2024-05-01,Decoración,,0.0
1057,475,113,Alfombra,120.18,3,2024-05-01,Decoración,R3,89-125
