,id_venta,id_producto,producto,precio_unit,cantidad,fecha_venta,categoria,rango
756,1873,0,Microondas,32.18,7,2024-03-28,Electrodomésticos,
757,2830,0,Consola de videojuegos,123.72,3,2024-03-28,Electrónica,
758,2272,0,Televisor,55.97,7,2024-03-29,Electrónica,
759,2585,0,Auriculares,47.12,12,2024-03-29,Electrónica,
760,2838,0,SmartWatch,115.3,3,2024-03-29,Electrónica,
761,2856,0,Laptop,122.13,11,2024-03-29,Electrónica,
762,749,0,Lámpara de mesa,44.88,1,2024-03-30,Decoración,
763,1800,0,Plancha de vapor,33.15,2,2024-03-30,Electrodomésticos,
764,1821,0,Freidora eléctrica,44.33,10,2024-03-30,Electrodomésticos,
765,2034,0,Auriculares,120.46,8,2024-03-30,Electrónica,
766,2044,0,Tablet,35.84,11,2024-03-30,Electrónica,
767,2286,0,Laptop,71.74,8,2024-03-30,Electrónica,
768,2683,0,Smartphone,111.41,7,2024-03-30,Electrónica,
769,2984,0,Tablet,75.89,11,2024-03-30,Electrónica,
770,46,0,Cortinas,98.15,7,2024-03-31,Decoración,
771,221,0,Lámpara de mesa,41.81,9,2024-03-31,Decoración,
772,251,0,Lámpara de mesa,33.37,3,2024-03-31,Decoración,
773,654,0,Jarrón decorativo,53.53,7,2024-03-31,Decoración,
774,904,0,Jarrón decorativo,40.48,11,2024-03-31,Decoración,
775,1201,0,Freidora eléctrica,95.13,8,2024-03-31,Electrodomésticos,
776,1261,0,Freidora eléctrica,84.29,10,2024-03-31,Electrodomésticos,
777,1633,0,Microondas,112.89,1,2024-03-31,Electrodomésticos,
778,1948,0,Cafetera,116.78,6,2024-03-31,Electrodomésticos,
779,2062,0,Televisor,101.98,7,2024-03-31,Electrónica,
780,2731,0,Parlantes Bluetooth,77.95,6,2024-03-31,Electrónica,
781,390,102,Adorno de pared-R2,87.52,8,2024-04-01,Decoración,R2
782,522,0,Cuadro decorativo,27.99,5,2024-04-01,Decoración,
783,1322,0,Heladera,58.58,4,2024-04-01,Electrodomésticos,
784,2310,0,Consola de videojuegos,102.41,5,2024-04-01,Electrónica,
785,2383,0,Smartphone,103.69,1,2024-04-01,Electrónica,
786,2865,0,Auriculares,89.29,2,2024-04-01,Electrónica,
787,45,0,Alfombra,72.91,1,2024-04-02,Decoración,
788,893,0,Espejo decorativo,34.64,12,2024-04-02,Decoración,
789,1008,0,Cafetera,42.4,10,2024-04-02,Electrodomésticos,
790,1148,0,Cafetera,110.21,4,2024-04-02,Electrodomésticos,
791,1457,0,Horno eléctrico,27.61,6,2024-04-02,Electrodomésticos,
792,1588,0,Cafetera,58.68,4,2024-04-02,Electrodomésticos,
793,1866,0,Secadora,39.42,9,2024-04-02,Electrodomésticos,
794,1889,0,Batidora,121.14,3,2024-04-02,Electrodomésticos,
795,1983,0,Microondas,96.24,4,2024-04-02,Electrodomésticos,
796,226,0,Cortinas,27.05,3,2024-04-03,Decoración,
797,351,0,Lámpara de mesa,98.22,4,2024-04-03,Decoración,
798,479,0,Lámpara de mesa,35.26,9,2024-04-03,Decoración,
799,570,101,Adorno de pared-R1,64.18,7,2024-04-03,Decoración,R1
800,643,0,Espejo decorativo,43.51,1,2024-04-03,Decoración,
801,679,0,Lámpara de mesa,39.86,6,2024-04-03,Decoración,
802,1188,0,Cafetera,91.58,11,2024-04-03,Electrodomésticos,
803,1480,0,Plancha de vapor,99.08,11,2024-04-03,Electrodomésticos,
804,1611,0,Freidora eléctrica,82.46,4,2024-04-03,Electrodomésticos,
805,1627,0,Horno eléctrico,40.58,5,2024-04-03,Electrodomésticos,
806,2028,0,SmartWatch,38.84,7,2024-04-03,Electrónica,
807,2281,0,Parlantes Bluetooth,70.68,5,2024-04-03,Electrónica,
808,2532,0,Televisor,81.42,9,2024-04-03,Electrónica,
809,172,0,Cuadro decorativo,87.93,11,2024-04-04,Decoración,
810,237,0,Elementos de cerámica,61.12,9,2024-04-04,Decoración,
811,340,101,Adorno de pared-R1,49.3,2,2024-04-04,Decoración,R1
812,400,101,Adorno de pared-R1,33.1,1,2024-04-04,Decoración,R1
813,841,0,Lámpara de mesa,86.82,10,2024-04-04,Decoración,
814,1287,0,Horno eléctrico,116.05,11,2024-04-04,Electrodomésticos,
815,1366,0,Secadora,31.56,11,2024-04-04,Electrodomésticos,
816,1878,0,Cafetera,68.97,8,2024-04-04,Electrodomésticos,
817,2124,0,Tablet,74.39,7,2024-04-04,Electrónica,
818,56,0,Cortinas,66.24,5,2024-04-05,Decoración,
819,421,0,Lámpara de mesa,114.83,9,2024-04-05,Decoración,
820,424,0,Jarrón decorativo,87.94,2,2024-04-05,Decoración,
821,1868,0,Cafetera,62.23,1,2024-04-05,Electrodomésticos,
822,2545,0,Auriculares,32.81,11,2024-04-05,Electrónica,
823,2778,0,SmartWatch,70.66,7,2024-04-05,Electrónica,
824,145,0,Alfombra,41.72,8,2024-04-06,Decoración,
825,300,102,Adorno de pared-R2,67.75,9,2024-04-06,Decoración,R2
826,439,0,Lámpara de mesa,35.43,2,2024-04-06,Decoración,
827,906,0,Cortinas,84.04,3,2024-04-06,Decoración,
828,959,0,Lámpara de mesa,76.32,7,2024-04-06,Decoración,
829,1376,0,Secadora,69.58,7,2024-04-06,Electrodomésticos,
830,1776,0,Secadora,33.55,3,2024-04-06,Electrodomésticos,
831,1784,0,Aspiradora,115.24,3,2024-04-06,Electrodomésticos,
832,1974,0,Aspiradora,87.32,7,2024-04-06,Electrodomésticos,
833,2080,0,Consola de videojuegos,100.69,7,2024-04-06,Electrónica,
834,2108,0,SmartWatch,79.37,10,2024-04-06,Electrónica,
835,2169,0,Proyector,120.34,1,2024-04-06,Electrónica,
836,213,0,Espejo decorativo,40.76,8,2024-04-07,Decoración,
837,345,0,Alfombra,56.78,9,2024-04-07,Decoración,
838,398,0,Rincón de plantas,77.3,7,2024-04-07,Decoración,
839,509,0,Lámpara de mesa,72.5,1,2024-04-07,Decoración,
840,821,0,Lámpara de mesa,71.17,10,2024-04-07,Decoración,
841,1642,0,Heladera,88.78,2,2024-04-07,Electrodomésticos,
842,1956,0,Secadora,42.59,12,2024-04-07,Electrodomésticos,
843,2085,0,Auriculares,122.56,6,2024-04-07,Electrónica,
844,2096,0,Laptop,83.25,6,2024-04-07,Electrónica,
845,2356,0,Laptop,30.16,6,2024-04-07,Electrónica,
846,2373,0,Smartphone,123.6,12,2024-04-07,Electrónica,
847,204,0,Jarrón decorativo,94.75,1,2024-04-08,Decoración,
848,1381,0,Freidora eléctrica,38.12,2,2024-04-08,Electrodomésticos,
849,2365,0,Auriculares,92.91,11,2024-04-08,Electrónica,
850,2486,0,Laptop,124.95,11,2024-04-08,Electrónica,
851,2506,0,Laptop,34.74,1,2024-04-08,Electrónica,
852,2705,0,Auriculares,87.29,2,2024-04-08,Electrónica,
853,1225,0,Lavadora,87.65,2,2024-04-09,Electrodomésticos,
854,1344,0,Aspiradora,34.1,3,2024-04-09,Electrodomésticos,
855,1361,0,Freidora eléctrica,103.64,10,2024-04-09,Electrodomésticos,
856,1979,0,Batidora,88.23,11,2024-04-09,Electrodomésticos,
857,2852,0,Televisor,34.23,4,2024-04-09,Electrónica,
858,48,0,Rincón de plantas,102.85,3,2024-04-10,Decoración,
859,141,0,Lámpara de mesa,96.45,1,2024-04-10,Decoración,
860,426,0,Cortinas,119.55,7,2024-04-10,Decoración,
861,556,0,Cortinas,42.74,12,2024-04-10,Decoración,
862,600,101,Adorno de pared-R1,66.0,4,2024-04-10,Decoración,R2
863,797,0,Elementos de cerámica,52.97,2,2024-04-10,Decoración,
864,1315,0,Lavadora,49.69,12,2024-04-10,Electrodomésticos,
865,1356,0,Secadora,124.09,4,2024-04-10,Electrodomésticos,
866,1435,0,Lavadora,37.2,10,2024-04-10,Electrodomésticos,
867,1618,0,Cafetera,31.94,11,2024-04-10,Electrodomésticos,
868,1630,0,Plancha de vapor,76.06,9,2024-04-10,Electrodomésticos,
869,1871,0,Freidora eléctrica,88.9,6,2024-04-10,Electrodomésticos,
870,1919,0,Batidora,38.51,9,2024-04-10,Electrodomésticos,
871,2661,0,Parlantes Bluetooth,79.11,3,2024-04-10,Electrónica,
872,2785,0,Auriculares,122.8,3,2024-04-10,Electrónica,
873,328,0,Rincón de plantas,60.89,1,2024-04-11,Decoración,
874,466,0,Cortinas,26.29,7,2024-04-11,Decoración,
875,1109,0,Batidora,123.83,12,2024-04-11,Electrodomésticos,
876,1578,0,Cafetera,101.98,2,2024-04-11,Electrodomésticos,
877,2370,0,Consola de videojuegos,46.08,7,2024-04-11,Electrónica,
878,2478,0,SmartWatch,80.84,8,2024-04-11,Electrónica,
879,2544,0,Tablet,63.88,8,2024-04-11,Electrónica,
880,2934,0,Tablet,95.9,2,2024-04-11,Electrónica,
881,127,0,Elementos de cerámica,93.84,8,2024-04-12,Decoración,
882,292,0,Cuadro decorativo,78.91,8,2024-04-12,Decoración,
883,1394,0,Aspiradora,68.73,5,2024-04-12,Electrodomésticos,
884,2492,0,Televisor,54.4,5,2024-04-12,Electrónica,
885,2812,0,Televisor,52.6,2,2024-04-12,Electrónica,
886,89,0,Lámpara de mesa,55.79,1,2024-04-13,Decoración,
887,659,0,Lámpara de mesa,50.98,3,2024-04-13,Decoración,
888,1012,0,Heladera,62.93,1,2024-04-13,Electrodomésticos,
889,1048,0,Cafetera,58.81,10,2024-04-13,Electrodomésticos,
890,1450,0,Plancha de vapor,56.8,8,2024-04-13,Electrodomésticos,
891,1758,0,Cafetera,118.03,5,2024-04-13,Electrodomésticos,
892,1856,0,Secadora,42.03,11,2024-04-13,Electrodomésticos,
893,2490,0,Consola de videojuegos,122.79,6,2024-04-13,Electrónica,
894,2547,0,Cámara digital,60.29,6,2024-04-13,Electrónica,
895,2704,0,Tablet,117.89,1,2024-04-13,Electrónica,
896,2996,0,Cámara digital,63.89,1,2024-04-13,Electrónica,
897,285,0,Alfombra,107.8,7,2024-04-14,Decoración,
898,896,0,Cortinas,71.03,7,2024-04-14,Decoración,
899,1097,0,Horno eléctrico,122.69,10,2024-04-14,Electrodomésticos,
900,1516,0,Secadora,105.8,3,2024-04-14,Electrodomésticos,
901,1698,0,Cafetera,88.26,1,2024-04-14,Electrodomésticos,
902,2029,0,Proyector,124.37,8,2024-04-14,Electrónica,
903,2039,0,Proyector,34.39,7,2024-04-14,Electrónica,
904,2097,0,Cámara digital,42.17,8,2024-04-14,Electrónica,
905,2275,0,Auriculares,32.0,1,2024-04-14,Electrónica,
906,2381,0,Parlantes Bluetooth,98.28,5,2024-04-14,Electrónica,
907,107,0,Elementos de cerámica,45.86,6,2024-04-15,Decoración,
908,185,0,Alfombra,45.21,6,2024-04-15,Decoración,
909,374,0,Jarrón decorativo,94.59,5,2024-04-15,Decoración,
910,601,0,Lámpara de mesa,99.85,3,2024-04-15,Decoración,
911,616,0,Cortinas,107.96,9,2024-04-15,Decoración,
912,886,0,Cortinas,45.79,7,2024-04-15,Decoración,
913,1134,0,Aspiradora,69.06,11,2024-04-15,Electrodomésticos,
914,1168,0,Cafetera,37.32,2,2024-04-15,Electrodomésticos,
915,1454,0,Aspiradora,51.46,4,2024-04-15,Electrodomésticos,
916,2266,0,Laptop,104.48,5,2024-04-15,Electrónica,
917,2396,0,Laptop,77.38,1,2024-04-15,Electrónica,
918,2673,0,Smartphone,76.29,11,2024-04-15,Electrónica,
919,19,0,Lámpara de mesa,61.03,6,2024-04-16,Decoración,
920,953,0,Espejo decorativo,76.31,5,2024-04-16,Decoración,
921,1177,0,Horno eléctrico,65.16,4,2024-04-16,Electrodomésticos,
922,1629,0,Batidora,108.94,6,2024-04-16,Electrodomésticos,
923,1655,0,Lavadora,37.39,1,2024-04-16,Electrodomésticos,
924,1803,0,Microondas,122.22,11,2024-04-16,Electrodomésticos,
925,1864,0,Aspiradora,54.94,3,2024-04-16,Electrodomésticos,
926,2019,0,Proyector,41.79,7,2024-04-16,Electrónica,
927,2151,0,Parlantes Bluetooth,83.34,7,2024-04-16,Electrónica,
928,2610,0,Consola de videojuegos,49.74,9,2024-04-16,Electrónica,
929,2615,0,Auriculares,46.72,11,2024-04-16,Electrónica,
930,2715,0,Auriculares,100.58,7,2024-04-16,Electrónica,
931,1,0,Lámpara de mesa,82.25,8,2024-04-17,Decoración,
932,138,0,Rincón de plantas,38.89,2,2024-04-17,Decoración,
933,1009,0,Batidora,119.03,8,2024-04-17,Electrodomésticos,
934,1118,0,Cafetera,67.0,11,2024-04-17,Electrodomésticos,
935,1190,0,Plancha de vapor,29.68,1,2024-04-17,Electrodomésticos,
936,1253,0,Microondas,65.99,8,2024-04-17,Electrodomésticos,
937,1521,0,Freidora eléctrica,89.52,10,2024-04-17,Electrodomésticos,
938,1532,0,Heladera,29.17,2,2024-04-17,Electrodomésticos,
939,2368,0,SmartWatch,70.23,5,2024-04-17,Electrónica,
940,925,0,Alfombra,52.55,11,2024-04-18,Decoración,
941,1316,0,Secadora,110.21,11,2024-04-18,Electrodomésticos,
942,1590,0,Plancha de vapor,60.38,4,2024-04-18,Electrodomésticos,
943,1914,0,Aspiradora,92.52,1,2024-04-18,Electrodomésticos,
944,2134,0,Tablet,43.2,4,2024-04-18,Electrónica,
945,548,0,Rincón de plantas,32.26,8,2024-04-19,Decoración,
946,905,0,Alfombra,112.82,9,2024-04-19,Decoración,
947,1224,0,Aspiradora,110.58,4,2024-04-19,Electrodomésticos,
948,1459,0,Batidora,66.73,8,2024-04-19,Electrodomésticos,
949,1943,0,Microondas,82.6,10,2024-04-19,Electrodomésticos,
950,2095,0,Auriculares,117.6,3,2024-04-19,Electrónica,
951,2375,0,Auriculares,73.7,10,2024-04-19,Electrónica,
952,198,0,Rincón de plantas,115.15,11,2024-04-20,Decoración,
953,833,0,Espejo decorativo,119.87,10,2024-04-20,Decoración,
954,1425,0,Lavadora,118.77,8,2024-04-20,Electrodomésticos,
955,1680,0,Plancha de vapor,110.3,9,2024-04-20,Electrodomésticos,
956,1701,0,Freidora eléctrica,87.64,7,2024-04-20,Electrodomésticos,
957,2176,0,Laptop,36.36,7,2024-04-20,Electrónica,
958,2413,0,Smartphone,76.69,3,2024-04-20,Electrónica,
959,2844,0,Tablet,53.22,7,2024-04-20,Electrónica,
960,249,0,Lámpara de mesa,95.05,1,2024-04-21,Decoración,
961,452,0,Cuadro decorativo,119.07,12,2024-04-21,Decoración,
962,563,0,Espejo decorativo,65.35,10,2024-04-21,Decoración,
963,934,0,Jarrón decorativo,96.24,11,2024-04-21,Decoración,
964,1193,0,Microondas,90.55,4,2024-04-21,Electrodomésticos,
965,1230,0,Plancha de vapor,90.85,2,2024-04-21,Electrodomésticos,
966,1307,0,Horno eléctrico,85.42,11,2024-04-21,Electrodomésticos,
967,2212,0,Televisor,38.98,11,2024-04-21,Electrónica,
968,2369,0,Proyector,87.64,2,2024-04-21,Electrónica,
969,2523,0,Smartphone,56.73,1,2024-04-21,Electrónica,
970,2611,0,Parlantes Bluetooth,48.89,12,2024-04-21,Electrónica,
971,281,0,Lámpara de mesa,42.17,8,2024-04-22,Decoración,
972,305,0,Alfombra,91.25,2,2024-04-22,Decoración,
973,422,0,Cuadro decorativo,47.37,9,2024-04-22,Decoración,
974,538,0,Rincón de plantas,119.89,4,2024-04-22,Decoración,
975,741,0,Lámpara de mesa,98.0,12,2024-04-22,Decoración,
976,1010,0,Plancha de vapor,37.94,8,2024-04-22,Electrodomésticos,
977,1203,0,Microondas,96.53,1,2024-04-22,Electrodomésticos,
978,1841,0,Freidora eléctrica,58.26,2,2024-04-22,Electrodomésticos,
979,2887,0,Cámara digital,118.02,1,2024-04-22,Electrónica,
980,209,0,Lámpara de mesa,97.04,12,2024-04-23,Decoración,
981,299,0,Lámpara de mesa,119.55,3,2024-04-23,Decoración,
982,1477,0,Horno eléctrico,118.26,11,2024-04-23,Electrodomésticos,
983,1952,0,Heladera,115.09,2,2024-04-23,Electrodomésticos,
984,2214,0,Tablet,81.56,8,2024-04-23,Electrónica,
985,2993,0,Auriculares,38.79,7,2024-04-23,Electrónica,
986,434,0,Jarrón decorativo,39.89,2,2024-04-24,Decoración,
987,945,0,Alfombra,60.74,12,2024-04-24,Decoración,
988,1057,0,Horno eléctrico,30.51,3,2024-04-24,Electrodomésticos,
989,1320,0,Plancha de vapor,73.95,4,2024-04-24,Electrodomésticos,
990,2227,0,Cámara digital,46.25,8,2024-04-24,Electrónica,
991,2312,0,Televisor,108.25,8,2024-04-24,Electrónica,
992,2565,0,Auriculares,49.7,3,2024-04-24,Electrónica,
993,2962,0,Televisor,118.65,5,2024-04-24,Electrónica,
994,159,0,Lámpara de mesa,49.91,6,2024-04-25,Decoración,
995,320,101,Adorno de pared-R1,37.38,6,2024-04-25,Decoración,R1
996,341,0,Lámpara de mesa,79.34,1,2024-04-25,Decoración,
997,673,0,Espejo decorativo,26.33,7,2024-04-25,Decoración,
998,701,0,Lámpara de mesa,95.05,3,2024-04-25,Decoración,
999,1041,0,Freidora eléctrica,89.99,6,2024-04-25,Electrodomésticos,
1000,1212,0,Heladera,33.95,11,2024-04-25,Electrodomésticos,
1001,1802,0,Heladera,27.75,11,2024-04-25,Electrodomésticos,
1002,1846,0,Secadora,124.29,2,2024-04-25,Electrodomésticos,
1003,2262,0,Televisor,48.3,2,2024-04-25,Electrónica,
1004,2713,0,Smartphone,28.75,9,2024-04-25,Electrónica,
1005,2827,0,Cámara digital,35.99,2,2024-04-25,Electrónica,
1006,765,0,Alfombra,72.71,1,2024-04-26,Decoración,
1007,1119,0,Batidora,59.86,3,2024-04-26,Electrodomésticos,
1008,2027,0,Cámara digital,69.96,10,2024-04-26,Electrónica,
1009,2088,0,SmartWatch,111.58,9,2024-04-26,Electrónica,
1010,2101,0,Parlantes Bluetooth,82.23,2,2024-04-26,Electrónica,
1011,2147,0,Cámara digital,74.37,6,2024-04-26,Electrónica,
1012,2363,0,Smartphone,88.02,12,2024-04-26,Electrónica,
1013,2504,0,Auriculares,76.65,10,2024-04-26,Electrónica,
1014,2580,0,Consola de videojuegos,107.55,7,2024-04-26,Electrónica,
1015,2646,0,Laptop,111.98,8,2024-04-26,Electrónica,
1016,51,0,Lámpara de mesa,112.42,5,2024-04-27,Decoración,
1017,359,0,Lámpara de mesa,72.78,7,2024-04-27,Decoración,
1018,375,0,Alfombra,70.93,8,2024-04-27,Decoración,
1019,537,0,Elementos de cerámica,124.38,5,2024-04-27,Decoración,
1020,844,0,Jarrón decorativo,61.72,7,2024-04-27,Decoración,
1021,1804,0,Aspiradora,43.25,7,2024-04-27,Electrodomésticos,
1022,2201,0,Parlantes Bluetooth,41.53,7,2024-04-27,Electrónica,
1023,2287,0,Cámara digital,26.79,11,2024-04-27,Electrónica,
1024,2465,0,Auriculares,93.52,3,2024-04-27,Electrónica,
1025,2528,0,SmartWatch,54.61,1,2024-04-27,Electrónica,
1026,2559,0,Proyector,86.2,8,2024-04-27,Electrónica,
1027,2633,0,Smartphone,35.18,12,2024-04-27,Electrónica,
1028,2645,0,Auriculares,122.64,10,2024-04-27,Electrónica,
1029,109,0,Lámpara de mesa,103.94,9,2024-04-28,Decoración,
1030,518,0,Rincón de plantas,113.79,7,2024-04-28,Decoración,
1031,1277,0,Horno eléctrico,41.9,4,2024-04-28,Electrodomésticos,
1032,1329,0,Batidora,55.84,7,2024-04-28,Electrodomésticos,
1033,1830,0,Plancha de vapor,120.94,11,2024-04-28,Electrodomésticos,
1034,1964,0,Aspiradora,52.92,10,2024-04-28,Electrodomésticos,
1035,2877,0,Cámara digital,45.1,1,2024-04-28,Electrónica,
1036,202,0,Cuadro decorativo,106.72,4,2024-04-29,Decoración,
1037,294,0,Jarrón decorativo,50.35,3,2024-04-29,Decoración,
1038,493,0,Espejo decorativo,109.32,10,2024-04-29,Decoración,
1039,799,0,Lámpara de mesa,102.9,5,2024-04-29,Decoración,
1040,1096,0,Secadora,115.14,10,2024-04-29,Electrodomésticos,
1041,1281,0,Freidora eléctrica,60.99,12,2024-04-29,Electrodomésticos,
1042,1715,0,Lavadora,119.22,11,2024-04-29,Electrodomésticos,
1043,2089,0,Proyector,95.13,12,2024-04-29,Electrónica,
1044,2367,0,Cámara digital,91.04,8,2024-04-29,Electrónica,
1045,124,0,Jarrón decorativo,93.39,7,2024-04-30,Decoración,
1046,177,0,Elementos de cerámica,64.17,4,2024-04-30,Decoración,
1047,255,0,Alfombra,68.38,7,2024-04-30,Decoración,
1048,709,0,Lámpara de mesa,98.77,2,2024-04-30,Decoración,
1049,975,0,Alfombra,28.96,5,2024-04-30,Decoración,
1050,988,0,Rincón de plantas,115.47,1,2024-04-30,Decoración,
1051,1036,0,Secadora,42.32,7,2024-04-30,Electrodomésticos,
1052,1205,0,Lavadora,42.38,6,2024-04-30,Electrodomésticos,
1053,1401,0,Freidora eléctrica,122.99,7,2024-04-30,Electrodomésticos,
1054,1762,0,Heladera,27.82,10,2024-04-30,Electrodomésticos,
1055,2629,0,Proyector,94.3,1,2024-04-30,Electrónica,
1056,306,0,Cortinas,96.05,5,2024-05-01,Decoración,
1057,475,0,Alfombra,120.18,3,2024-05-01,Decoración,
1058,901,0,Lámpara de mesa,39.72,2,2024-05-01,Decoración,
1059,972,0,Cuadro decorativo,26.2,10,2024-05-01,Decoración,
1060,1245,0,Lavadora,81.58,12,2024-05-01,Electrodomésticos,
1061,1726,0,Secadora,101.27,7,2024-05-01,Electrodomésticos,
1062,1973,0,Microondas,38.03,11,2024-05-01,Electrodomésticos,
1063,2182,0,Televisor,105.46,11,2024-05-01,Electrónica,
1064,2926,0,Laptop,50.36,6,2024-05-01,Electrónica,
1065,100,103,Adorno de pared-R3,112.16,8,2024-05-02,Decoración,R3
1066,536,0,Cortinas,107.95,1,2024-05-02,Decoración,
1067,1028,0,Cafetera,108.44,5,2024-05-02,Electrodomésticos,
1068,1045,0,Lavadora,51.22,4,2024-05-02,Electrodomésticos,
1069,1152,0,Heladera,116.86,5,2024-05-02,Electrodomésticos,
1070,1217,0,Horno eléctrico,88.92,8,2024-05-02,Electrodomésticos,
1071,1310,0,Plancha de vapor,43.78,9,2024-05-02,Electrodomésticos,
1072,1842,0,Heladera,65.18,1,2024-05-02,Electrodomésticos,
1073,1969,0,Batidora,72.9,1,2024-05-02,Electrodomésticos,
1074,2191,0,Parlantes Bluetooth,124.34,11,2024-05-02,Electrónica,
1075,2510,0,Consola de videojuegos,70.04,12,2024-05-02,Electrónica,
1076,2621,0,Parlantes Bluetooth,119.91,9,2024-05-02,Electrónica,
1077,2775,0,Auriculares,104.06,11,2024-05-02,Electrónica,
1078,2988,0,SmartWatch,100.8,4,2024-05-02,Electrónica,
1079,220,101,Adorno de pared-R1,55.36,9,2024-05-03,Decoración,R1
1080,819,0,Lámpara de mesa,122.57,6,2024-05-03,Decoración,
1081,1004,0,Aspiradora,107.0,8,2024-05-03,Electrodomésticos,
1082,1439,0,Batidora,71.74,9,2024-05-03,Electrodomésticos,
1083,1819,0,Batidora,87.56,9,2024-05-03,Electrodomésticos,
1084,2404,0,Auriculares,102.65,4,2024-05-03,Electrónica,
1085,2435,0,Auriculares,39.55,3,2024-05-03,Electrónica,
1086,2463,0,Smartphone,67.59,2,2024-05-03,Electrónica,
1087,2985,0,Auriculares,58.92,3,2024-05-03,Electrónica,
1088,16,0,Cortinas,32.47,5,2024-05-04,Decoración,
1089,342,0,Cuadro decorativo,61.9,5,2024-05-04,Decoración,
1090,806,0,Cortinas,119.32,9,2024-05-04,Decoración,
1091,903,0,Espejo decorativo,81.45,2,2024-05-04,Decoración,
1092,1056,0,Secadora,109.52,10,2024-05-04,Electrodomésticos,
1093,1666,0,Secadora,99.75,4,2024-05-04,Electrodomésticos,
1094,1672,0,Heladera,63.1,12,2024-05-04,Electrodomésticos,
1095,1932,0,Heladera,31.46,9,2024-05-04,Electrodomésticos,
1096,311,0,Lámpara de mesa,33.89,2,2024-05-05,Decoración,
1097,353,0,Espejo decorativo,43.92,11,2024-05-05,Decoración,
1098,650,101,Adorno de pared-R1,43.11,4,2024-05-05,Decoración,R1
1099,656,0,Cortinas,107.26,2,2024-05-05,Decoración,
1100,1387,0,Horno eléctrico,61.15,3,2024-05-05,Electrodomésticos,
1101,1484,0,Aspiradora,79.74,6,2024-05-05,Electrodomésticos,
1102,1845,0,Lavadora,119.69,5,2024-05-05,Electrodomésticos,
1103,2403,0,Smartphone,74.39,3,2024-05-05,Electrónica,
1104,2445,0,Auriculares,93.33,6,2024-05-05,Electrónica,
1105,2898,0,SmartWatch,108.81,10,2024-05-05,Electrónica,
1106,98,0,Rincón de plantas,91.3,6,2024-05-06,Decoración,
1107,550,103,Adorno de pared-R3,98.99,8,2024-05-06,Decoración,R3
1108,751,0,Lámpara de mesa,91.99,11,2024-05-06,Decoración,
1109,915,0,Alfombra,43.37,11,2024-05-06,Decoración,
1110,1304,0,Aspiradora,99.07,8,2024-05-06,Electrodomésticos,
1111,2211,0,Parlantes Bluetooth,108.16,3,2024-05-06,Electrónica,
1112,2264,0,Auriculares,58.19,6,2024-05-06,Electrónica,
1113,2708,0,SmartWatch,115.3,10,2024-05-06,Electrónica,
1114,2780,0,Consola de videojuegos,65.35,6,2024-05-06,Electrónica,
1115,2801,0,Parlantes Bluetooth,97.22,1,2024-05-06,Electrónica,
1116,998,0,Rincón de plantas,65.82,1,2024-05-07,Decoración,
1117,1748,0,Cafetera,61.63,3,2024-05-07,Electrodomésticos,
1118,1896,0,Secadora,37.22,4,2024-05-07,Electrodomésticos,
1119,1967,0,Horno eléctrico,68.97,5,2024-05-07,Electrodomésticos,
1120,2415,0,Auriculares,35.87,5,2024-05-07,Electrónica,
1121,22,0,Cuadro decorativo,122.36,6,2024-05-08,Decoración,
1122,491,0,Lámpara de mesa,118.22,11,2024-05-08,Decoración,
1123,873,0,Espejo decorativo,120.9,6,2024-05-08,Decoración,
1124,937,0,Elementos de cerámica,121.14,2,2024-05-08,Decoración,
1125,997,0,Elementos de cerámica,56.49,10,2024-05-08,Decoración,
1126,1000,102,Adorno de pared-R2,74.64,11,2024-05-08,Decoración,R2
1127,1146,0,Secadora,96.67,7,2024-05-08,Electrodomésticos,
1128,1175,0,Lavadora,82.41,2,2024-05-08,Electrodomésticos,
1129,1747,0,Horno eléctrico,87.9,2,2024-05-08,Electrodomésticos,
1130,1970,0,Plancha de vapor,113.7,5,2024-05-08,Electrodomésticos,
1131,1972,0,Heladera,105.49,3,2024-05-08,Electrodomésticos,
1132,2163,0,Smartphone,106.39,12,2024-05-08,Electrónica,
1133,14,0,Jarrón decorativo,29.77,5,2024-05-09,Decoración,
1134,94,0,Jarrón decorativo,34.6,1,2024-05-09,Decoración,
1135,619,0,Lámpara de mesa,43.29,11,2024-05-09,Decoración,
1136,1108,0,Cafetera,84.64,9,2024-05-09,Electrodomésticos,
1137,1938,0,Cafetera,107.9,11,2024-05-09,Electrodomésticos,
1138,2473,0,Smartphone,75.13,12,2024-05-09,Electrónica,
1139,2840,0,Consola de videojuegos,69.43,3,2024-05-09,Electrónica,
1140,2974,0,Auriculares,79.28,2,2024-05-09,Electrónica,
1141,1151,0,Freidora eléctrica,75.33,11,2024-05-10,Electrodomésticos,
1142,1658,0,Cafetera,94.79,12,2024-05-10,Electrodomésticos,
1143,2131,0,Parlantes Bluetooth,98.97,7,2024-05-10,Electrónica,
1144,2333,0,Smartphone,109.48,5,2024-05-10,Electrónica,
1145,2649,0,Proyector,44.93,5,2024-05-10,Electrónica,
1146,2679,0,Proyector,48.62,1,2024-05-10,Electrónica,
1147,2941,0,Parlantes Bluetooth,36.25,4,2024-05-10,Electrónica,
1148,219,0,Lámpara de mesa,114.9,10,2024-05-11,Decoración,
1149,460,103,Adorno de pared-R3,93.62,6,2024-05-11,Decoración,R3
1150,1116,0,Secadora,56.24,8,2024-05-11,Electrodomésticos,
