,id_venta,id_producto,prod_gener,rango,precio_unit,cantidad,fecha_venta,id_cat,categoria,precio_rango
665,2444,132,Auriculares,R2,70.16,11,2024-03-17,3,Electrónica,58-93
666,2577,201,Cámara digital,R1,45.12,6,2024-03-17,3,Electrónica,25-56
667,2677,203,Cámara digital,R3,92.0,10,2024-03-17,3,Electrónica,87-123
668,188,343,Rincón de plantas,R3,101.62,9,2024-03-18,1,Decoración,86-124
669,407,213,Elementos de cerámica,R3,97.51,5,2024-03-18,1,Decoración,90-125
670,505,113,Alfombra,R3,96.21,11,2024-03-18,1,Decoración,89-125
671,872,191,Cuadro decorativo,R1,55.89,10,2024-03-18,1,Decoración,25-61
672,926,182,Cortinas,R2,63.98,11,2024-03-18,1,Decoración,57-91
673,1384,122,Aspiradora,R2,80.38,9,2024-03-18,2,Electrodomésticos,64-93
674,2035,132,Auriculares,R2,78.28,6,2024-03-18,3,Electrónica,58-93
675,2454,133,Auriculares,R3,101.08,10,2024-03-18,3,Electrónica,93-125
676,2496,271,Laptop,R1,40.16,3,2024-03-18,3,Electrónica,27-58
677,2763,373,Smartphone,R3,107.84,11,2024-03-18,3,Electrónica,101-126
678,314,263,Jarrón decorativo,R3,109.29,10,2024-03-19,1,Decoración,92-126
679,731,291,Lámpara de mesa,R1,40.05,2,2024-03-19,1,Decoración,25-57
680,961,293,Lámpara de mesa,R3,103.06,9,2024-03-19,1,Decoración,83-126
681,1073,302,Microondas,R2,72.86,10,2024-03-19,2,Electrodomésticos,67-94
682,1917,252,Horno eléctrico,R2,82.36,2,2024-03-19,2,Electrodomésticos,58-93
683,2037,202,Cámara digital,R2,68.66,12,2024-03-19,3,Electrónica,56-87
684,2047,202,Cámara digital,R2,85.45,3,2024-03-19,3,Electrónica,56-87
685,2157,202,Cámara digital,R2,65.62,8,2024-03-19,3,Electrónica,56-87
686,197,212,Elementos de cerámica,R2,89.17,4,2024-03-20,1,Decoración,52-90
687,206,182,Cortinas,R2,73.65,2,2024-03-20,1,Decoración,57-91
688,234,263,Jarrón decorativo,R3,112.4,9,2024-03-20,1,Decoración,92-126
689,746,182,Cortinas,R2,64.93,10,2024-03-20,1,Decoración,57-91
690,855,111,Alfombra,R1,48.79,11,2024-03-20,1,Decoración,28-54
691,950,103,Adorno de pared,R3,116.42,6,2024-03-20,1,Decoración,91-120
692,1581,232,Freidora eléctrica,R2,88.59,8,2024-03-20,2,Electrodomésticos,61-90
693,2001,231,Freidora eléctrica,R1,43.14,12,2024-03-20,2,Electrodomésticos,25-61
694,2112,391,Televisor,R1,34.89,12,2024-03-20,3,Electrónica,26-57
695,2530,171,Consola de videojuegos,R1,54.04,8,2024-03-20,3,Electrónica,29-55
696,195,113,Alfombra,R3,115.12,12,2024-03-21,1,Decoración,89-125
697,780,102,Adorno de pared,R2,79.13,7,2024-03-21,1,Decoración,66-91
698,1290,322,Plancha de vapor,R2,76.04,5,2024-03-21,2,Electrodomésticos,55-88
699,1537,253,Horno eléctrico,R3,103.51,7,2024-03-21,2,Electrodomésticos,93-124
700,1677,253,Horno eléctrico,R3,116.79,12,2024-03-21,2,Electrodomésticos,93-124
701,1831,232,Freidora eléctrica,R2,87.85,4,2024-03-21,2,Electrodomésticos,61-90
702,2200,171,Consola de videojuegos,R1,44.36,10,2024-03-21,3,Electrónica,29-55
703,2650,171,Consola de videojuegos,R1,50.77,10,2024-03-21,3,Electrónica,29-55
704,2691,311,Parlantes Bluetooth,R1,32.86,11,2024-03-21,3,Electrónica,25-61
705,2701,312,Parlantes Bluetooth,R2,88.65,9,2024-03-21,3,Electrónica,61-89
706,2946,271,Laptop,R1,27.65,11,2024-03-21,3,Electrónica,27-58
707,65,112,Alfombra,R2,63.14,2,2024-03-22,1,Decoración,54-89
708,270,103,Adorno de pared,R3,96.59,6,2024-03-22,1,Decoración,91-120
709,645,111,Alfombra,R1,36.17,1,2024-03-22,1,Decoración,28-54
710,1222,243,Heladera,R3,103.34,8,2024-03-22,2,Electrodomésticos,91-123
711,1921,233,Freidora eléctrica,R3,124.0,5,2024-03-22,2,Electrodomésticos,90-125
712,2059,333,Proyector,R3,116.66,12,2024-03-22,3,Electrónica,86-125
713,2100,173,Consola de videojuegos,R3,94.73,1,2024-03-22,3,Electrónica,90-126
714,2162,391,Televisor,R1,40.83,3,2024-03-22,3,Electrónica,26-57
715,2634,133,Auriculares,R3,124.63,10,2024-03-22,3,Electrónica,93-125
716,2813,373,Smartphone,R3,114.94,11,2024-03-22,3,Electrónica,101-126
717,1607,251,Horno eléctrico,R1,53.09,3,2024-03-23,2,Electrodomésticos,27-58
718,1690,322,Plancha de vapor,R2,68.28,9,2024-03-23,2,Electrodomésticos,55-88
719,2456,272,Laptop,R2,68.84,11,2024-03-23,3,Electrónica,58-89
720,210,102,Adorno de pared,R2,71.67,4,2024-03-24,1,Decoración,66-91
721,708,342,Rincón de plantas,R2,63.1,11,2024-03-24,1,Decoración,63-86
722,1502,243,Heladera,R3,112.52,4,2024-03-24,2,Electrodomésticos,91-123
723,1562,241,Heladera,R1,31.42,1,2024-03-24,2,Electrodomésticos,27-57
724,1904,123,Aspiradora,R3,102.92,5,2024-03-24,2,Electrodomésticos,93-125
725,2003,373,Smartphone,R3,118.8,2,2024-03-24,3,Electrónica,101-126
726,2399,333,Proyector,R3,96.7,3,2024-03-24,3,Electrónica,86-125
727,2420,172,Consola de videojuegos,R2,72.78,9,2024-03-24,3,Electrónica,55-90
728,2462,391,Televisor,R1,46.04,3,2024-03-24,3,Electrónica,26-57
729,2480,173,Consola de videojuegos,R3,96.21,11,2024-03-24,3,Electrónica,90-126
730,339,291,Lámpara de mesa,R1,42.6,1,2024-03-25,1,Decoración,25-57
731,595,112,Alfombra,R2,83.25,1,2024-03-25,1,Decoración,54-89
732,629,291,Lámpara de mesa,R1,40.3,2,2024-03-25,1,Decoración,25-57
733,652,193,Cuadro decorativo,R3,100.52,9,2024-03-25,1,Decoración,86-126
734,1093,302,Microondas,R2,71.38,1,2024-03-25,2,Electrodomésticos,67-94
735,1918,151,Cafetera,R1,39.33,10,2024-03-25,2,Electrodomésticos,25-61
736,2306,272,Laptop,R2,80.84,9,2024-03-25,3,Electrónica,58-89
737,2542,392,Televisor,R2,67.37,4,2024-03-25,3,Electrónica,57-85
738,594,263,Jarrón decorativo,R3,115.95,1,2024-03-26,1,Decoración,92-126
739,649,293,Lámpara de mesa,R3,83.61,1,2024-03-26,1,Decoración,83-126
740,1183,301,Microondas,R1,49.65,5,2024-03-26,2,Electrodomésticos,26-67
741,1648,152,Cafetera,R2,63.49,7,2024-03-26,2,Electrodomésticos,61-98
742,1705,282,Lavadora,R2,81.34,4,2024-03-26,2,Electrodomésticos,55-92
743,1874,122,Aspiradora,R2,78.77,1,2024-03-26,2,Electrodomésticos,64-93
744,2912,391,Televisor,R1,42.72,1,2024-03-26,3,Electrónica,26-57
745,132,191,Cuadro decorativo,R1,56.45,12,2024-03-27,1,Decoración,25-61
746,549,293,Lámpara de mesa,R3,116.13,8,2024-03-27,1,Decoración,83-126
747,598,342,Rincón de plantas,R2,82.59,8,2024-03-27,1,Decoración,63-86
748,939,291,Lámpara de mesa,R1,46.83,3,2024-03-27,1,Decoración,25-57
749,1251,233,Freidora eléctrica,R3,113.11,12,2024-03-27,2,Electrodomésticos,90-125
750,1785,281,Lavadora,R1,44.12,10,2024-03-27,2,Electrodomésticos,26-55
751,558,343,Rincón de plantas,R3,93.66,10,2024-03-28,1,Decoración,86-124
752,730,103,Adorno de pared,R3,103.9,8,2024-03-28,1,Decoración,91-120
753,1121,233,Freidora eléctrica,R3,90.31,6,2024-03-28,2,Electrodomésticos,90-125
754,1433,301,Microondas,R1,63.01,8,2024-03-28,2,Electrodomésticos,26-67
755,1565,281,Lavadora,R1,37.25,11,2024-03-28,2,Electrodomésticos,26-55
756,1873,301,Microondas,R1,32.18,7,2024-03-28,2,Electrodomésticos,26-67
757,2830,173,Consola de videojuegos,R3,123.72,3,2024-03-28,3,Electrónica,90-126
758,2272,391,Televisor,R1,55.97,7,2024-03-29,3,Electrónica,26-57
759,2585,131,Auriculares,R1,47.12,12,2024-03-29,3,Electrónica,26-58
760,2838,363,SmartWatch,R3,115.3,3,2024-03-29,3,Electrónica,91-126
761,2856,273,Laptop,R3,122.13,11,2024-03-29,3,Electrónica,89-126
762,749,291,Lámpara de mesa,R1,44.88,1,2024-03-30,1,Decoración,25-57
763,1800,321,Plancha de vapor,R1,33.15,2,2024-03-30,2,Electrodomésticos,26-55
764,1821,231,Freidora eléctrica,R1,44.33,10,2024-03-30,2,Electrodomésticos,25-61
765,2034,133,Auriculares,R3,120.46,8,2024-03-30,3,Electrónica,93-125
766,2044,381,Tablet,R1,35.84,11,2024-03-30,3,Electrónica,26-62
767,2286,272,Laptop,R2,71.74,8,2024-03-30,3,Electrónica,58-89
768,2683,373,Smartphone,R3,111.41,7,2024-03-30,3,Electrónica,101-126
769,2984,382,Tablet,R2,75.89,11,2024-03-30,3,Electrónica,62-81
770,46,183,Cortinas,R3,98.15,7,2024-03-31,1,Decoración,91-126
771,221,291,Lámpara de mesa,R1,41.81,9,2024-03-31,1,Decoración,25-57
772,251,291,Lámpara de mesa,R1,33.37,3,2024-03-31,1,Decoración,25-57
773,654,261,Jarrón decorativo,R1,53.53,7,2024-03-31,1,Decoración,26-57
774,904,261,Jarrón decorativo,R1,40.48,11,2024-03-31,1,Decoración,26-57
775,1201,233,Freidora eléctrica,R3,95.13,8,2024-03-31,2,Electrodomésticos,90-125
776,1261,232,Freidora eléctrica,R2,84.29,10,2024-03-31,2,Electrodomésticos,61-90
777,1633,303,Microondas,R3,112.89,1,2024-03-31,2,Electrodomésticos,94-126
778,1948,153,Cafetera,R3,116.78,6,2024-03-31,2,Electrodomésticos,98-126
779,2062,393,Televisor,R3,101.98,7,2024-03-31,3,Electrónica,85-124
780,2731,312,Parlantes Bluetooth,R2,77.95,6,2024-03-31,3,Electrónica,61-89
781,390,102,Adorno de pared,R2,87.52,8,2024-04-01,1,Decoración,66-91
782,522,191,Cuadro decorativo,R1,27.99,5,2024-04-01,1,Decoración,25-61
783,1322,242,Heladera,R2,58.58,4,2024-04-01,2,Electrodomésticos,57-91
784,2310,173,Consola de videojuegos,R3,102.41,5,2024-04-01,3,Electrónica,90-126
785,2383,373,Smartphone,R3,103.69,1,2024-04-01,3,Electrónica,101-126
786,2865,132,Auriculares,R2,89.29,2,2024-04-01,3,Electrónica,58-93
787,45,112,Alfombra,R2,72.91,1,2024-04-02,1,Decoración,54-89
788,893,221,Espejo decorativo,R1,34.64,12,2024-04-02,1,Decoración,25-57
789,1008,151,Cafetera,R1,42.4,10,2024-04-02,2,Electrodomésticos,25-61
790,1148,153,Cafetera,R3,110.21,4,2024-04-02,2,Electrodomésticos,98-126
791,1457,251,Horno eléctrico,R1,27.61,6,2024-04-02,2,Electrodomésticos,27-58
792,1588,151,Cafetera,R1,58.68,4,2024-04-02,2,Electrodomésticos,25-61
793,1866,351,Secadora,R1,39.42,9,2024-04-02,2,Electrodomésticos,26-50
794,1889,143,Batidora,R3,121.14,3,2024-04-02,2,Electrodomésticos,91-126
795,1983,303,Microondas,R3,96.24,4,2024-04-02,2,Electrodomésticos,94-126
796,226,181,Cortinas,R1,27.05,3,2024-04-03,1,Decoración,25-57
797,351,293,Lámpara de mesa,R3,98.22,4,2024-04-03,1,Decoración,83-126
798,479,291,Lámpara de mesa,R1,35.26,9,2024-04-03,1,Decoración,25-57
799,570,101,Adorno de pared,R1,64.18,7,2024-04-03,1,Decoración,25-66
800,643,221,Espejo decorativo,R1,43.51,1,2024-04-03,1,Decoración,25-57
801,679,291,Lámpara de mesa,R1,39.86,6,2024-04-03,1,Decoración,25-57
802,1188,152,Cafetera,R2,91.58,11,2024-04-03,2,Electrodomésticos,61-98
803,1480,323,Plancha de vapor,R3,99.08,11,2024-04-03,2,Electrodomésticos,88-125
804,1611,232,Freidora eléctrica,R2,82.46,4,2024-04-03,2,Electrodomésticos,61-90
805,1627,251,Horno eléctrico,R1,40.58,5,2024-04-03,2,Electrodomésticos,27-58
806,2028,361,SmartWatch,R1,38.84,7,2024-04-03,3,Electrónica,25-55
807,2281,312,Parlantes Bluetooth,R2,70.68,5,2024-04-03,3,Electrónica,61-89
808,2532,392,Televisor,R2,81.42,9,2024-04-03,3,Electrónica,57-85
809,172,193,Cuadro decorativo,R3,87.93,11,2024-04-04,1,Decoración,86-126
810,237,212,Elementos de cerámica,R2,61.12,9,2024-04-04,1,Decoración,52-90
811,340,101,Adorno de pared,R1,49.3,2,2024-04-04,1,Decoración,25-66
812,400,101,Adorno de pared,R1,33.1,1,2024-04-04,1,Decoración,25-66
813,841,293,Lámpara de mesa,R3,86.82,10,2024-04-04,1,Decoración,83-126
814,1287,253,Horno eléctrico,R3,116.05,11,2024-04-04,2,Electrodomésticos,93-124
815,1366,351,Secadora,R1,31.56,11,2024-04-04,2,Electrodomésticos,26-50
816,1878,152,Cafetera,R2,68.97,8,2024-04-04,2,Electrodomésticos,61-98
817,2124,382,Tablet,R2,74.39,7,2024-04-04,3,Electrónica,62-81
818,56,182,Cortinas,R2,66.24,5,2024-04-05,1,Decoración,57-91
819,421,293,Lámpara de mesa,R3,114.83,9,2024-04-05,1,Decoración,83-126
820,424,262,Jarrón decorativo,R2,87.94,2,2024-04-05,1,Decoración,57-92
821,1868,152,Cafetera,R2,62.23,1,2024-04-05,2,Electrodomésticos,61-98
822,2545,131,Auriculares,R1,32.81,11,2024-04-05,3,Electrónica,26-58
823,2778,362,SmartWatch,R2,70.66,7,2024-04-05,3,Electrónica,55-91
824,145,111,Alfombra,R1,41.72,8,2024-04-06,1,Decoración,28-54
825,300,102,Adorno de pared,R2,67.75,9,2024-04-06,1,Decoración,66-91
826,439,291,Lámpara de mesa,R1,35.43,2,2024-04-06,1,Decoración,25-57
827,906,182,Cortinas,R2,84.04,3,2024-04-06,1,Decoración,57-91
828,959,292,Lámpara de mesa,R2,76.32,7,2024-04-06,1,Decoración,57-83
829,1376,352,Secadora,R2,69.58,7,2024-04-06,2,Electrodomésticos,50-93
830,1776,351,Secadora,R1,33.55,3,2024-04-06,2,Electrodomésticos,26-50
831,1784,123,Aspiradora,R3,115.24,3,2024-04-06,2,Electrodomésticos,93-125
832,1974,122,Aspiradora,R2,87.32,7,2024-04-06,2,Electrodomésticos,64-93
833,2080,173,Consola de videojuegos,R3,100.69,7,2024-04-06,3,Electrónica,90-126
834,2108,362,SmartWatch,R2,79.37,10,2024-04-06,3,Electrónica,55-91
835,2169,333,Proyector,R3,120.34,1,2024-04-06,3,Electrónica,86-125
836,213,221,Espejo decorativo,R1,40.76,8,2024-04-07,1,Decoración,25-57
837,345,112,Alfombra,R2,56.78,9,2024-04-07,1,Decoración,54-89
838,398,342,Rincón de plantas,R2,77.3,7,2024-04-07,1,Decoración,63-86
839,509,292,Lámpara de mesa,R2,72.5,1,2024-04-07,1,Decoración,57-83
840,821,292,Lámpara de mesa,R2,71.17,10,2024-04-07,1,Decoración,57-83
841,1642,242,Heladera,R2,88.78,2,2024-04-07,2,Electrodomésticos,57-91
842,1956,351,Secadora,R1,42.59,12,2024-04-07,2,Electrodomésticos,26-50
843,2085,133,Auriculares,R3,122.56,6,2024-04-07,3,Electrónica,93-125
844,2096,272,Laptop,R2,83.25,6,2024-04-07,3,Electrónica,58-89
845,2356,271,Laptop,R1,30.16,6,2024-04-07,3,Electrónica,27-58
846,2373,373,Smartphone,R3,123.6,12,2024-04-07,3,Electrónica,101-126
847,204,263,Jarrón decorativo,R3,94.75,1,2024-04-08,1,Decoración,92-126
848,1381,231,Freidora eléctrica,R1,38.12,2,2024-04-08,2,Electrodomésticos,25-61
849,2365,132,Auriculares,R2,92.91,11,2024-04-08,3,Electrónica,58-93
850,2486,273,Laptop,R3,124.95,11,2024-04-08,3,Electrónica,89-126
851,2506,271,Laptop,R1,34.74,1,2024-04-08,3,Electrónica,27-58
852,2705,132,Auriculares,R2,87.29,2,2024-04-08,3,Electrónica,58-93
853,1225,282,Lavadora,R2,87.65,2,2024-04-09,2,Electrodomésticos,55-92
854,1344,121,Aspiradora,R1,34.1,3,2024-04-09,2,Electrodomésticos,26-64
855,1361,233,Freidora eléctrica,R3,103.64,10,2024-04-09,2,Electrodomésticos,90-125
856,1979,142,Batidora,R2,88.23,11,2024-04-09,2,Electrodomésticos,65-91
857,2852,391,Televisor,R1,34.23,4,2024-04-09,3,Electrónica,26-57
858,48,343,Rincón de plantas,R3,102.85,3,2024-04-10,1,Decoración,86-124
859,141,293,Lámpara de mesa,R3,96.45,1,2024-04-10,1,Decoración,83-126
860,426,183,Cortinas,R3,119.55,7,2024-04-10,1,Decoración,91-126
861,556,181,Cortinas,R1,42.74,12,2024-04-10,1,Decoración,25-57
862,600,101,Adorno de pared,R2,66.0,4,2024-04-10,1,Decoración,25-66
863,797,212,Elementos de cerámica,R2,52.97,2,2024-04-10,1,Decoración,52-90
864,1315,281,Lavadora,R1,49.69,12,2024-04-10,2,Electrodomésticos,26-55
865,1356,353,Secadora,R3,124.09,4,2024-04-10,2,Electrodomésticos,93-125
866,1435,281,Lavadora,R1,37.2,10,2024-04-10,2,Electrodomésticos,26-55
867,1618,151,Cafetera,R1,31.94,11,2024-04-10,2,Electrodomésticos,25-61
868,1630,322,Plancha de vapor,R2,76.06,9,2024-04-10,2,Electrodomésticos,55-88
869,1871,232,Freidora eléctrica,R2,88.9,6,2024-04-10,2,Electrodomésticos,61-90
870,1919,141,Batidora,R1,38.51,9,2024-04-10,2,Electrodomésticos,27-65
871,2661,312,Parlantes Bluetooth,R2,79.11,3,2024-04-10,3,Electrónica,61-89
872,2785,133,Auriculares,R3,122.8,3,2024-04-10,3,Electrónica,93-125
873,328,341,Rincón de plantas,R1,60.89,1,2024-04-11,1,Decoración,25-63
874,466,181,Cortinas,R1,26.29,7,2024-04-11,1,Decoración,25-57
875,1109,143,Batidora,R3,123.83,12,2024-04-11,2,Electrodomésticos,91-126
876,1578,153,Cafetera,R3,101.98,2,2024-04-11,2,Electrodomésticos,98-126
877,2370,171,Consola de videojuegos,R1,46.08,7,2024-04-11,3,Electrónica,29-55
878,2478,362,SmartWatch,R2,80.84,8,2024-04-11,3,Electrónica,55-91
879,2544,382,Tablet,R2,63.88,8,2024-04-11,3,Electrónica,62-81
880,2934,383,Tablet,R3,95.9,2,2024-04-11,3,Electrónica,81-124
881,127,213,Elementos de cerámica,R3,93.84,8,2024-04-12,1,Decoración,90-125
882,292,192,Cuadro decorativo,R2,78.91,8,2024-04-12,1,Decoración,61-86
883,1394,122,Aspiradora,R2,68.73,5,2024-04-12,2,Electrodomésticos,64-93
884,2492,391,Televisor,R1,54.4,5,2024-04-12,3,Electrónica,26-57
885,2812,391,Televisor,R1,52.6,2,2024-04-12,3,Electrónica,26-57
886,89,291,Lámpara de mesa,R1,55.79,1,2024-04-13,1,Decoración,25-57
887,659,291,Lámpara de mesa,R1,50.98,3,2024-04-13,1,Decoración,25-57
888,1012,242,Heladera,R2,62.93,1,2024-04-13,2,Electrodomésticos,57-91
889,1048,151,Cafetera,R1,58.81,10,2024-04-13,2,Electrodomésticos,25-61
890,1450,322,Plancha de vapor,R2,56.8,8,2024-04-13,2,Electrodomésticos,55-88
891,1758,153,Cafetera,R3,118.03,5,2024-04-13,2,Electrodomésticos,98-126
892,1856,351,Secadora,R1,42.03,11,2024-04-13,2,Electrodomésticos,26-50
893,2490,173,Consola de videojuegos,R3,122.79,6,2024-04-13,3,Electrónica,90-126
894,2547,202,Cámara digital,R2,60.29,6,2024-04-13,3,Electrónica,56-87
895,2704,383,Tablet,R3,117.89,1,2024-04-13,3,Electrónica,81-124
896,2996,202,Cámara digital,R2,63.89,1,2024-04-13,3,Electrónica,56-87
897,285,113,Alfombra,R3,107.8,7,2024-04-14,1,Decoración,89-125
898,896,182,Cortinas,R2,71.03,7,2024-04-14,1,Decoración,57-91
899,1097,253,Horno eléctrico,R3,122.69,10,2024-04-14,2,Electrodomésticos,93-124
900,1516,353,Secadora,R3,105.8,3,2024-04-14,2,Electrodomésticos,93-125
901,1698,152,Cafetera,R2,88.26,1,2024-04-14,2,Electrodomésticos,61-98
902,2029,333,Proyector,R3,124.37,8,2024-04-14,3,Electrónica,86-125
903,2039,331,Proyector,R1,34.39,7,2024-04-14,3,Electrónica,26-63
904,2097,201,Cámara digital,R1,42.17,8,2024-04-14,3,Electrónica,25-56
905,2275,131,Auriculares,R1,32.0,1,2024-04-14,3,Electrónica,26-58
906,2381,313,Parlantes Bluetooth,R3,98.28,5,2024-04-14,3,Electrónica,89-125
907,107,211,Elementos de cerámica,R1,45.86,6,2024-04-15,1,Decoración,26-52
908,185,111,Alfombra,R1,45.21,6,2024-04-15,1,Decoración,28-54
909,374,263,Jarrón decorativo,R3,94.59,5,2024-04-15,1,Decoración,92-126
910,601,293,Lámpara de mesa,R3,99.85,3,2024-04-15,1,Decoración,83-126
911,616,183,Cortinas,R3,107.96,9,2024-04-15,1,Decoración,91-126
912,886,181,Cortinas,R1,45.79,7,2024-04-15,1,Decoración,25-57
913,1134,122,Aspiradora,R2,69.06,11,2024-04-15,2,Electrodomésticos,64-93
914,1168,151,Cafetera,R1,37.32,2,2024-04-15,2,Electrodomésticos,25-61
915,1454,121,Aspiradora,R1,51.46,4,2024-04-15,2,Electrodomésticos,26-64
916,2266,273,Laptop,R3,104.48,5,2024-04-15,3,Electrónica,89-126
917,2396,272,Laptop,R2,77.38,1,2024-04-15,3,Electrónica,58-89
918,2673,372,Smartphone,R2,76.29,11,2024-04-15,3,Electrónica,64-101
919,19,292,Lámpara de mesa,R2,61.03,6,2024-04-16,1,Decoración,57-83
920,953,222,Espejo decorativo,R2,76.31,5,2024-04-16,1,Decoración,57-93
921,1177,252,Horno eléctrico,R2,65.16,4,2024-04-16,2,Electrodomésticos,58-93
922,1629,143,Batidora,R3,108.94,6,2024-04-16,2,Electrodomésticos,91-126
923,1655,281,Lavadora,R1,37.39,1,2024-04-16,2,Electrodomésticos,26-55
924,1803,303,Microondas,R3,122.22,11,2024-04-16,2,Electrodomésticos,94-126
925,1864,121,Aspiradora,R1,54.94,3,2024-04-16,2,Electrodomésticos,26-64
926,2019,331,Proyector,R1,41.79,7,2024-04-16,3,Electrónica,26-63
927,2151,312,Parlantes Bluetooth,R2,83.34,7,2024-04-16,3,Electrónica,61-89
928,2610,171,Consola de videojuegos,R1,49.74,9,2024-04-16,3,Electrónica,29-55
929,2615,131,Auriculares,R1,46.72,11,2024-04-16,3,Electrónica,26-58
930,2715,133,Auriculares,R3,100.58,7,2024-04-16,3,Electrónica,93-125
931,1,292,Lámpara de mesa,R2,82.25,8,2024-04-17,1,Decoración,57-83
932,138,341,Rincón de plantas,R1,38.89,2,2024-04-17,1,Decoración,25-63
933,1009,143,Batidora,R3,119.03,8,2024-04-17,2,Electrodomésticos,91-126
934,1118,152,Cafetera,R2,67.0,11,2024-04-17,2,Electrodomésticos,61-98
935,1190,321,Plancha de vapor,R1,29.68,1,2024-04-17,2,Electrodomésticos,26-55
936,1253,301,Microondas,R1,65.99,8,2024-04-17,2,Electrodomésticos,26-67
937,1521,232,Freidora eléctrica,R2,89.52,10,2024-04-17,2,Electrodomésticos,61-90
938,1532,241,Heladera,R1,29.17,2,2024-04-17,2,Electrodomésticos,27-57
939,2368,362,SmartWatch,R2,70.23,5,2024-04-17,3,Electrónica,55-91
940,925,111,Alfombra,R1,52.55,11,2024-04-18,1,Decoración,28-54
941,1316,353,Secadora,R3,110.21,11,2024-04-18,2,Electrodomésticos,93-125
942,1590,322,Plancha de vapor,R2,60.38,4,2024-04-18,2,Electrodomésticos,55-88
943,1914,122,Aspiradora,R2,92.52,1,2024-04-18,2,Electrodomésticos,64-93
944,2134,381,Tablet,R1,43.2,4,2024-04-18,3,Electrónica,26-62
945,548,341,Rincón de plantas,R1,32.26,8,2024-04-19,1,Decoración,25-63
946,905,113,Alfombra,R3,112.82,9,2024-04-19,1,Decoración,89-125
947,1224,123,Aspiradora,R3,110.58,4,2024-04-19,2,Electrodomésticos,93-125
948,1459,142,Batidora,R2,66.73,8,2024-04-19,2,Electrodomésticos,65-91
949,1943,302,Microondas,R2,82.6,10,2024-04-19,2,Electrodomésticos,67-94
950,2095,133,Auriculares,R3,117.6,3,2024-04-19,3,Electrónica,93-125
951,2375,132,Auriculares,R2,73.7,10,2024-04-19,3,Electrónica,58-93
952,198,343,Rincón de plantas,R3,115.15,11,2024-04-20,1,Decoración,86-124
953,833,223,Espejo decorativo,R3,119.87,10,2024-04-20,1,Decoración,93-125
954,1425,283,Lavadora,R3,118.77,8,2024-04-20,2,Electrodomésticos,92-124
955,1680,323,Plancha de vapor,R3,110.3,9,2024-04-20,2,Electrodomésticos,88-125
956,1701,232,Freidora eléctrica,R2,87.64,7,2024-04-20,2,Electrodomésticos,61-90
957,2176,271,Laptop,R1,36.36,7,2024-04-20,3,Electrónica,27-58
958,2413,372,Smartphone,R2,76.69,3,2024-04-20,3,Electrónica,64-101
959,2844,381,Tablet,R1,53.22,7,2024-04-20,3,Electrónica,26-62
960,249,293,Lámpara de mesa,R3,95.05,1,2024-04-21,1,Decoración,83-126
961,452,193,Cuadro decorativo,R3,119.07,12,2024-04-21,1,Decoración,86-126
962,563,222,Espejo decorativo,R2,65.35,10,2024-04-21,1,Decoración,57-93
963,934,263,Jarrón decorativo,R3,96.24,11,2024-04-21,1,Decoración,92-126
964,1193,302,Microondas,R2,90.55,4,2024-04-21,2,Electrodomésticos,67-94
965,1230,323,Plancha de vapor,R3,90.85,2,2024-04-21,2,Electrodomésticos,88-125
966,1307,252,Horno eléctrico,R2,85.42,11,2024-04-21,2,Electrodomésticos,58-93
967,2212,391,Televisor,R1,38.98,11,2024-04-21,3,Electrónica,26-57
968,2369,333,Proyector,R3,87.64,2,2024-04-21,3,Electrónica,86-125
969,2523,371,Smartphone,R1,56.73,1,2024-04-21,3,Electrónica,26-64
970,2611,311,Parlantes Bluetooth,R1,48.89,12,2024-04-21,3,Electrónica,25-61
971,281,291,Lámpara de mesa,R1,42.17,8,2024-04-22,1,Decoración,25-57
972,305,113,Alfombra,R3,91.25,2,2024-04-22,1,Decoración,89-125
973,422,191,Cuadro decorativo,R1,47.37,9,2024-04-22,1,Decoración,25-61
974,538,343,Rincón de plantas,R3,119.89,4,2024-04-22,1,Decoración,86-124
975,741,293,Lámpara de mesa,R3,98.0,12,2024-04-22,1,Decoración,83-126
976,1010,321,Plancha de vapor,R1,37.94,8,2024-04-22,2,Electrodomésticos,26-55
977,1203,303,Microondas,R3,96.53,1,2024-04-22,2,Electrodomésticos,94-126
978,1841,231,Freidora eléctrica,R1,58.26,2,2024-04-22,2,Electrodomésticos,25-61
979,2887,203,Cámara digital,R3,118.02,1,2024-04-22,3,Electrónica,87-123
980,209,293,Lámpara de mesa,R3,97.04,12,2024-04-23,1,Decoración,83-126
981,299,293,Lámpara de mesa,R3,119.55,3,2024-04-23,1,Decoración,83-126
982,1477,253,Horno eléctrico,R3,118.26,11,2024-04-23,2,Electrodomésticos,93-124
983,1952,243,Heladera,R3,115.09,2,2024-04-23,2,Electrodomésticos,91-123
984,2214,383,Tablet,R3,81.56,8,2024-04-23,3,Electrónica,81-124
985,2993,131,Auriculares,R1,38.79,7,2024-04-23,3,Electrónica,26-58
986,434,261,Jarrón decorativo,R1,39.89,2,2024-04-24,1,Decoración,26-57
987,945,112,Alfombra,R2,60.74,12,2024-04-24,1,Decoración,54-89
988,1057,251,Horno eléctrico,R1,30.51,3,2024-04-24,2,Electrodomésticos,27-58
989,1320,322,Plancha de vapor,R2,73.95,4,2024-04-24,2,Electrodomésticos,55-88
