fecha,producto,region,ventas
2024-08-29,Smart TV,Sur,$5932.89
2024-06-13,Notebook,norte,$4623.00
2025-01-10,Notebook,Sur,$11562.08
2024-08-17,Auriculares,Centro,$11048.75
2024-09-15,Auriculares,Este,$8560.35
2024-10-11,Smart TV,Centro,$11041.41
2025-04-02,Smart TV,Oeste,$10039.55
2024-09-16,Auriculares,Sur,$11597.67
2024-12-26,Smartphone,Este,$5208.75
2025-05-28,Smart TV,Oeste,$10653.53
2024-08-10,Auriculares,Sur,$9221.30
2024-11-24,Notebook,Oeste,$12454.20
2024-10-31,Smartphone,Este,$10100.04
2024-08-25,Notebook,Oeste,$8210.03
2024-08-15,Auriculares,Centro,$10007.25
2024-10-22,Smart TV,Oeste,$12094.34
2024-09-12,Auriculares,Sur,$7135.17
2024-09-17,Smart TV,Oeste,$9860.19
2024-07-18,Consola de videojuegos,Este,$8458.53
2024-06-12,Smartphone,Oeste,$11904.61
2024-08-01,Auriculares,Oeste,$5101.96
2024-10-03,Auriculares,Oeste,$6384.81
2025-02-12,Smart TV,Sur,$10908.35
2025-02-02,Smart TV,Oeste,$11164.97
2025-01-28,Consola de videojuegos,Oeste,$10846.05
2024-11-30,Consola de videojuegos,Este,$8954.37
2025-05-15,Smartphone,Centro,$9020.59
2024-08-31,Consola de videojuegos,Sur,$10761.03
2024-12-31,Auriculares,norte,$5868.52
2024-07-17,Consola de videojuegos,Este,$11528.18
2024-10-04,Smartphone,Centro,$11225.96
2024-12-28,Smartphone,Oeste,$5101.44
2024-11-08,Smartphone,Centro,$5735.38
2024-09-23,Auriculares,Oeste,$9654.24
2024-08-25,Notebook,Sur,$6454.65
2024-11-27,Auriculares,norte,$6939.07
2024-12-01,Smart TV,Sur,$5167.08
2025-01-24,Notebook,norte,$11333.98
2024-07-02,Smart TV,Sur,$5515.04
2024-06-10,Consola de videojuegos,Centro,$12004.07
2024-07-29,Smart TV,Este,$5111.89
2024-07-14,Notebook,Este,$6403.02
2025-01-25,Notebook,Este,$11218.05
2025-02-09,Consola de videojuegos,Centro,$12008.39
2024-10-15,Notebook,Oeste,$10939.48
2024-08-16,Smart TV,Centro,$7835.78
2024-12-06,Smartphone,Este,$12064.68
2024-06-15,Auriculares,norte,$9149.25
2025-01-15,Notebook,norte,$8797.97
2024-12-16,Auriculares,Este,$6240.46
2025-03-26,Notebook,Sur,$11058.36
2024-08-26,Consola de videojuegos,Oeste,$7902.86
2024-10-22,Smartphone,norte,$8098.68
2025-02-01,Consola de videojuegos,Centro,$5216.87
2024-09-14,Auriculares,norte,$9648.92
2024-09-06,Smart TV,Oeste,$10005.02
2025-05-27,Notebook,Centro,$7944.85
2024-06-26,Smartphone,Este,$8785.75
2024-08-20,Smart TV,Oeste,$10914.42
2025-01-01,Consola de videojuegos,norte,$11680.23
2025-04-06,Consola de videojuegos,Centro,$8249.59
2024-06-12,Smart TV,Sur,$10079.67
2025-01-23,Notebook,Centro,$10456.18
2024-12-21,Auriculares,Oeste,$6350.55
2025-01-15,Notebook,Oeste,$7612.20
2024-08-02,Auriculares,Sur,$9178.30
2024-11-19,Smart TV,norte,$7235.78
2024-07-12,Auriculares,Este,$6281.33
2024-08-15,Smartphone,Este,$11404.02
2024-12-30,Smartphone,Este,$7918.68
2025-03-18,Smart TV,Oeste,$9277.53
2025-03-20,Smartphone,norte,$6880.77
2024-12-15,Notebook,Sur,$4637.53
2025-04-11,Smart TV,norte,$7440.33
2025-05-01,Smart TV,norte,$9904.78
2024-09-15,Auriculares,Centro,$11930.33
2024-09-26,Smart TV,norte,$8854.54
2024-06-28,Smartphone,Oeste,$7832.76
2024-11-12,Consola de videojuegos,Centro,$7988.02
2025-04-03,Notebook,norte,$10598.32
2025-04-23,Smart TV,Este,$5449.84
2024-11-20,Smart TV,Centro,$8790.66
2024-11-08,Smart TV,Centro,$5918.63
2024-12-19,Auriculares,norte,$6577.50
2024-10-11,Smartphone,norte,$5558.37
2024-11-07,Notebook,Oeste,$11852.56
2025-01-30,Auriculares,Centro,$11940.13
2024-08-26,Auriculares,Este,$9465.34
2024-07-15,Smart TV,norte,$8523.30
2024-10-01,Consola de videojuegos,Sur,$4663.41
2024-12-08,Notebook,Oeste,$11233.56
2024-10-23,Notebook,Centro,$8259.52
2024-10-12,Notebook,Este,$8758.83
2025-02-28,Notebook,Oeste,$5615.58
2024-07-17,Smart TV,Este,$10427.47
2024-12-07,Smart TV,norte,$10985.60
2025-03-25,Smartphone,Oeste,$7813.65
2025-02-15,Smart TV,norte,$7281.31
2025-02-18,Consola de videojuegos,norte,$12087.17
2024-07-11,Consola de videojuegos,Oeste,$9174.81
2025-03-26,Smart TV,norte,$10845.16
2025-04-12,Smart TV,Oeste,$12344.37
2024-10-17,Consola de videojuegos,Sur,$10919.84
2024-08-27,Consola de videojuegos,Centro,$10691.71
2024-09-13,Smart TV,Este,$7294.00
2025-02-07,Consola de videojuegos,Oeste,$5450.25
2025-03-02,Smartphone,Sur,$5516.35
2024-08-30,Smartphone,Oeste,$9118.79
2024-11-25,Smartphone,Oeste,$9361.16
2025-01-17,Notebook,Este,$9296.22
2025-04-23,Auriculares,Oeste,$12509.25
2025-05-02,Consola de videojuegos,Oeste,$6466.34
2025-01-15,Smartphone,Oeste,$9864.47
2025-05-09,Consola de videojuegos,Este,$6017.29
2025-01-15,Smartphone,norte,$6764.18
2025-01-16,Smart TV,Sur,$9487.26
2024-11-15,Smart TV,Este,$11768.45
2024-08-17,Auriculares,Oeste,$11622.54
2024-09-22,Notebook,Sur,$7445.16
2025-03-24,Auriculares,Centro,$5732.76
2024-06-24,Smartphone,Este,$8450.19
2024-12-20,Consola de videojuegos,Este,$11126.40
2024-11-26,Consola de videojuegos,norte,$7940.96
2024-07-10,Consola de videojuegos,Este,$9761.42
2024-07-09,Notebook,Sur,$4650.40
2024-06-10,Smart TV,norte,$4910.55
2025-01-10,Smartphone,Este,$8993.06
2024-10-25,Consola de videojuegos,norte,$12261.25
2024-06-13,Auriculares,Sur,$9152.71
2025-05-04,Auriculares,Centro,$7578.22
2024-10-14,Smartphone,Oeste,$11530.38
2024-09-14,Consola de videojuegos,Centro,$5285.64
2024-12-18,Consola de videojuegos,Sur,$7739.55
2024-08-12,Auriculares,Centro,$8917.38
2024-09-19,Smartphone,Oeste,$8961.01
2024-08-22,Smartphone,Este,$8437.30
2025-05-11,Smartphone,Oeste,$5655.49
2025-01-31,Consola de videojuegos,Centro,$12526.27
2025-03-21,Smartphone,norte,$6956.73
2025-02-27,Smart TV,Sur,$8429.99
2025-02-09,Notebook,Oeste,$6336.32
2024-07-19,Smart TV,Centro,$11595.67
2025-01-15,Smartphone,norte,$10763.18
2024-09-20,Auriculares,norte,$6224.85
2025-05-01,Consola de videojuegos,Este,$5650.71
2025-02-14,Notebook,Sur,$6992.57
2024-11-22,Auriculares,Sur,$8105.15
2024-12-13,Auriculares,Centro,$9359.00
2025-02-25,Smartphone,Este,$7776.40
2024-08-21,Smart TV,norte,$6085.16
2024-10-09,Auriculares,Centro,$11050.13
2025-04-12,Auriculares,Este,$11151.08
2025-03-11,Smartphone,Oeste,$7047.17
2024-11-28,Smartphone,Oeste,$10250.03
2024-08-19,Notebook,Este,$7842.83
2025-05-20,Auriculares,Sur,$11946.51
2025-01-02,Notebook,norte,$8542.90
2024-10-18,Notebook,Sur,$8807.69
2024-12-09,Consola de videojuegos,Centro,$9062.38
2024-06-23,Notebook,Sur,$5090.65
2025-03-25,Consola de videojuegos,Sur,$11767.11
2024-08-21,Smartphone,Oeste,$7279.51
2025-01-03,Notebook,Oeste,$9335.41
2025-04-28,Smartphone,Centro,$9813.19
2024-12-18,Auriculares,norte,$12115.98
2024-10-29,Consola de videojuegos,Este,$11686.88
2025-01-18,Smart TV,Sur,$5781.04
2025-01-19,Notebook,Este,$10853.45
2025-05-20,Auriculares,Oeste,$7918.37
2025-02-05,Notebook,Este,$11757.48
2025-02-28,Smart TV,Centro,$8719.30
2024-07-21,Auriculares,Oeste,$8300.87
2024-07-08,Notebook,Este,$12146.75
2024-10-04,Notebook,Centro,$7639.22
2024-08-23,Smart TV,norte,$9854.11
2024-06-14,Consola de videojuegos,Este,$4992.46
2024-11-02,Auriculares,Sur,$10983.03
2025-06-06,Auriculares,Sur,$11509.89
2024-12-06,Smart TV,Oeste,$8803.36
2025-01-28,Consola de videojuegos,norte,$5173.87
2024-07-28,Notebook,Oeste,$7133.72
2024-09-28,Smart TV,Sur,$11101.81
2024-08-23,Notebook,norte,$9480.97
2024-12-28,Smart TV,Oeste,$5585.75
2024-06-16,Consola de videojuegos,Sur,$11861.79
2024-12-10,Consola de videojuegos,Centro,$10118.39
2024-10-08,Smart TV,Centro,$4854.77
2025-05-06,Consola de videojuegos,Este,$12419.32
2024-12-18,Smart TV,Centro,$7518.50
2024-10-26,Smartphone,Oeste,$6931.01
2025-04-06,Auriculares,Este,$8615.67
2024-10-14,Smartphone,Oeste,$10447.92
2024-07-04,Notebook,norte,$11482.54
2025-02-06,Smart TV,Sur,$7346.06
2024-09-01,Auriculares,Sur,$11639.19
2025-05-16,Consola de videojuegos,norte,$5556.28
2024-08-09,Notebook,Sur,$7565.18
2024-07-19,Smartphone,Este,$4604.86
2025-02-16,Notebook,norte,$4626.97
2024-11-10,Smartphone,Sur,$8935.24
2024-07-07,Notebook,Sur,$12293.14
2025-01-29,Consola de videojuegos,Centro,$8208.53
2025-02-10,Smart TV,norte,$10616.99
2025-05-05,Smartphone,Oeste,$8237.43
2025-05-31,Consola de videojuegos,Centro,$10156.73
2024-06-22,Notebook,Este,$9791.54
2024-12-05,Auriculares,Centro,$5400.96
2024-08-21,Smart TV,Este,$6650.94
2025-01-26,Auriculares,Centro,$11758.47
2025-04-01,Notebook,Sur,$11509.00
2025-04-05,Consola de videojuegos,Sur,$11740.36
2025-03-07,Smartphone,Centro,$6255.13
2025-02-21,Consola de videojuegos,Sur,$12304.60
2024-10-23,Smart TV,norte,$11586.64
2025-02-22,Smart TV,Oeste,$10611.37
2025-05-28,Notebook,Centro,$7340.33
2024-07-21,Smartphone,Centro,$8554.03
2025-03-27,Smart TV,Sur,$11863.65
2024-11-02,Smartphone,Este,$5740.63
2024-07-09,Consola de videojuegos,Sur,$6863.87
2025-04-12,Auriculares,Este,$11927.99
2024-07-09,Smart TV,Oeste,$5758.14
2025-05-03,Smart TV,Sur,$12233.68
2025-04-06,Smart TV,Oeste,$9275.43
2025-02-21,Notebook,norte,$10063.17
2025-03-19,Smartphone,norte,$4906.29
2024-08-04,Smartphone,norte,$7379.07
2025-01-07,Smart TV,Este,$11048.52
2024-07-19,Consola de videojuegos,Oeste,$4655.64
2025-05-31,Notebook,norte,$7839.32
2025-05-10,Notebook,norte,$11791.55
2025-01-13,Smart TV,norte,$6522.70
2024-09-22,Smartphone,Centro,$7711.57
2024-08-21,Auriculares,Sur,$12517.56
2024-07-14,Smart TV,Centro,$7220.39
2025-06-08,Consola de videojuegos,Este,$11475.22
2024-11-17,Smartphone,Centro,$8210.22
2024-11-24,Auriculares,norte,$10422.01
2025-05-13,Consola de videojuegos,Sur,$7391.64
2025-01-31,Consola de videojuegos,norte,$11898.80
2024-07-06,Auriculares,Oeste,$8937.63
2024-12-22,Auriculares,Sur,$6933.07
2025-02-12,Auriculares,norte,$8613.71
2025-04-15,Notebook,Oeste,$7734.03
2024-06-24,Smart TV,Oeste,$12434.93
2024-09-22,Auriculares,Este,$6092.22
2025-02-18,Notebook,Centro,$10879.13
2025-02-08,Smartphone,Sur,$7838.33
2025-05-09,Smartphone,Sur,$10124.29
2024-10-06,Smart TV,Centro,$7080.15
2024-12-04,Auriculares,Este,$7218.73
2025-04-02,Consola de videojuegos,norte,$8358.52
2025-05-26,Smart TV,Centro,$9132.57
2025-06-07,Notebook,Este,$12254.06
2024-09-08,Consola de videojuegos,norte,$9122.67
2024-09-13,Smartphone,norte,$11263.15
2025-03-04,Auriculares,norte,$9030.48
2025-01-02,Consola de videojuegos,Centro,$9253.65
2025-05-26,Notebook,Este,$7451.99
2024-08-28,Consola de videojuegos,Centro,$6802.12
2025-01-02,Smart TV,Este,$10762.63
2024-06-16,Notebook,Este,$9944.39
2024-10-08,Smartphone,Sur,$5854.13
2024-12-08,Notebook,norte,$9115.91
2024-11-20,Auriculares,Oeste,$10782.63
2024-12-10,Auriculares,Este,$5263.42
2025-05-18,Smartphone,Sur,$7624.46
2024-12-20,Notebook,norte,$5699.23
2024-10-30,Smart TV,Este,$12454.27
2024-09-16,Smart TV,Sur,$9653.10
2025-03-18,Smart TV,Este,$10539.70
2025-03-04,Smartphone,Oeste,$11258.16
2024-11-08,Smartphone,Oeste,$7750.36
2024-11-02,Auriculares,norte,$8920.12
2024-09-03,Smart TV,Este,$7351.44
2024-11-25,Notebook,norte,$11405.56
2024-12-29,Auriculares,Sur,$12022.13
2024-06-29,Consola de videojuegos,Centro,$7065.68
2024-07-17,Auriculares,norte,$12120.87
2025-03-06,Smart TV,norte,$11933.27
2024-09-16,Smart TV,norte,$11582.65
2024-09-03,Consola de videojuegos,Oeste,$6593.67
2024-10-21,Auriculares,Centro,$8407.64
2024-08-22,Notebook,Este,$11122.09
2025-04-02,Smart TV,Este,$5381.03
2024-06-12,Smart TV,Oeste,$5319.96
2025-03-12,Auriculares,Centro,$9875.66
2024-07-20,Smartphone,Oeste,$6155.92
2025-05-01,Auriculares,Oeste,$10708.85
2024-11-14,Notebook,Centro,$7395.99
2025-03-22,Smart TV,Centro,$11632.96
2024-11-02,Smart TV,Oeste,$6081.78
2025-05-26,Auriculares,Este,$5754.60
2025-03-24,Auriculares,norte,$9959.72
2025-03-22,Consola de videojuegos,Este,$7733.47
2024-07-10,Smartphone,norte,$6945.01
2025-03-07,Auriculares,Este,$5009.53
2024-11-30,Smartphone,Oeste,$10614.82
2024-12-18,Consola de videojuegos,norte,$8695.53
2025-04-01,Smartphone,norte,$5056.49
2025-04-30,Auriculares,Este,$6089.77
2024-12-23,Auriculares,Centro,$12271.44
2025-03-08,Notebook,norte,$4643.62
2024-11-04,Notebook,Oeste,$9051.98
2025-05-24,Smart TV,Este,$9452.02
2025-03-07,Notebook,Sur,$8480.62
2024-11-15,Auriculares,Sur,$11106.96
2024-11-18,Notebook,norte,$4901.99
2024-08-30,Auriculares,norte,$10769.43
2024-09-10,Auriculares,norte,$9383.78
2025-03-03,Consola de videojuegos,Este,$6835.48
2025-03-22,Smartphone,Este,$10871.42
2024-12-07,Consola de videojuegos,Este,$8592.95
2024-09-07,Smartphone,Oeste,$6876.96
2024-09-04,Consola de videojuegos,Oeste,$9555.50
2024-09-14,Smartphone,Centro,$9906.30
2024-12-26,Consola de videojuegos,Este,$10426.42
2025-01-31,Consola de videojuegos,Oeste,$8462.41
2024-09-15,Auriculares,Centro,$12479.84
2024-09-17,Smart TV,Sur,$6951.32
2025-03-06,Notebook,Centro,$9736.86
2025-04-02,Smartphone,norte,$11519.33
2025-06-05,Consola de videojuegos,Centro,$5768.29
2025-03-13,Smart TV,Este,$9553.25
2024-06-21,Smart TV,norte,$11828.58
2025-01-26,Smartphone,Centro,$9588.67
2024-09-02,Notebook,norte,$10855.30
2024-09-08,Smartphone,Este,$7412.36
2024-12-07,Smart TV,Sur,$12343.34
2024-11-10,Smart TV,Sur,$11489.67
2024-12-14,Consola de videojuegos,Centro,$8634.01
2024-07-23,Auriculares,Centro,$8764.67
2024-12-28,Smart TV,Sur,$11249.92
2024-07-10,Smartphone,Este,$9395.65
2024-12-21,Notebook,Centro,$11020.89
2024-12-12,Smart TV,norte,$8401.27
2025-03-02,Smart TV,norte,$6605.78
2025-03-03,Auriculares,Sur,$12315.07
2024-10-02,Smart TV,Sur,$9458.62
2024-09-25,Smartphone,Centro,$10497.55
2024-07-07,Notebook,Centro,$12228.30
2024-06-13,Auriculares,Este,$7199.58
2024-12-19,Auriculares,Centro,$7532.50
2024-10-25,Smartphone,Este,$10841.37
2024-10-07,Smartphone,norte,$6435.68
2025-05-07,Notebook,Oeste,$12396.65
2025-04-22,Smart TV,Este,$11468.83
2025-03-21,Smart TV,Centro,$11249.16
2024-09-20,Smartphone,norte,$4985.44
2024-08-05,Auriculares,Sur,$8439.94
2025-03-13,Auriculares,Sur,$7294.50
2024-11-10,Smart TV,Este,$6925.55
2024-08-24,Auriculares,norte,$8564.17
2025-06-05,Smartphone,Este,$6301.93
2025-03-29,Consola de videojuegos,Centro,$11416.49
2025-01-10,Notebook,Sur,$11087.54
2025-01-11,Auriculares,Sur,$11312.78
2024-11-02,Smartphone,Este,$12357.08
2025-03-02,Auriculares,Sur,$4886.55
2024-12-23,Auriculares,Este,$8442.25
2024-09-03,Auriculares,Sur,$11912.32
2024-09-05,Consola de videojuegos,Este,$9967.13
2025-05-31,Smartphone,Este,$5747.00
2024-09-29,Auriculares,Este,$5422.65
2024-08-22,Smartphone,Oeste,$8945.49
2024-09-09,Smart TV,norte,$8736.96
2024-08-30,Smartphone,Centro,$5497.29
2025-03-09,Smartphone,Este,$11272.82
2024-06-21,Notebook,Este,$4918.43
2024-11-12,Consola de videojuegos,Oeste,$11196.37
2025-05-13,Notebook,Centro,$8665.62
2024-09-14,Notebook,norte,$11362.46
2024-12-12,Consola de videojuegos,Sur,$6285.61
2024-10-09,Smartphone,Este,$6091.94
2024-11-09,Auriculares,Centro,$8646.39
2025-04-30,Consola de videojuegos,Este,$5017.15
2024-10-11,Consola de videojuegos,Este,$7661.66
2025-01-04,Consola de videojuegos,Oeste,$7266.12
2024-09-06,Auriculares,Este,$5891.47
2024-11-02,Smart TV,norte,$9104.80
2025-03-24,Consola de videojuegos,Oeste,$12490.28
2024-08-03,Smartphone,Oeste,$5280.50
2024-10-23,Smartphone,Sur,$7033.76
2025-06-05,Consola de videojuegos,Este,$10794.20
2025-03-17,Consola de videojuegos,Centro,$10299.55
2024-06-18,Smartphone,Centro,$5201.92
2024-07-02,Notebook,Oeste,$6729.13
2024-10-28,Auriculares,Oeste,$11823.32
2025-05-03,Consola de videojuegos,Sur,$11583.79
2025-03-07,Auriculares,Oeste,$10773.92
2024-10-01,Notebook,Oeste,$12084.57
2025-02-21,Consola de videojuegos,Oeste,$7773.70
2024-10-24,Auriculares,Centro,$4782.98
2024-08-11,Notebook,Sur,$4647.26
2024-06-24,Auriculares,Centro,$7349.51
2025-04-30,Smart TV,Sur,$10370.47
2025-04-29,Auriculares,Sur,$7208.18
2025-01-31,Auriculares,Este,$5070.88
2025-01-22,Consola de videojuegos,Oeste,$4948.04
2025-03-17,Smartphone,Centro,$10531.28
2024-10-27,Consola de videojuegos,Este,$6302.93
