,id_venta,id_prod,id_producto,producto,rango,precio_unit,cantidad,fecha_venta,id_cat,categoria,precio_rango,dentro_camp,id_camp,canal,costo_mrkt
1099,656,180,183,Cortinas,R3,107.26,2,2024-05-05,1,Decoración,91-126,0,0,,
689,746,180,182,Cortinas,R2,64.93,10,2024-03-20,1,Decoración,57-91,0,0,,
2406,266,180,183,Cortinas,R3,91.78,5,2024-10-17,1,Decoración,91-126,0,0,,
898,896,180,182,Cortinas,R2,71.03,7,2024-04-14,1,Decoración,57-91,0,0,,
2751,566,180,183,Cortinas,R3,98.17,8,2024-11-30,1,Decoración,91-126,0,0,,
1519,146,180,182,Cortinas,R2,68.55,9,2024-06-27,1,Decoración,57-91,0,0,,
2866,546,180,182,Cortinas,R2,82.12,10,2024-12-15,1,Decoración,57-91,0,0,,
2341,816,180,182,Cortinas,R2,74.32,11,2024-10-08,1,Decoración,57-91,0,0,,
1884,246,180,182,Cortinas,R2,57.72,7,2024-08-12,1,Decoración,57-91,0,0,,
529,356,180,183,Cortinas,R3,122.97,5,2024-03-03,1,Decoración,91-126,0,0,,
2310,786,180,181,Cortinas,R1,27.17,8,2024-10-04,1,Decoración,25-57,0,0,,
2032,726,180,183,Cortinas,R3,119.16,6,2024-08-30,1,Decoración,91-126,0,0,,
534,186,180,183,Cortinas,R3,108.74,3,2024-03-04,1,Decoración,91-126,0,0,,
1088,16,180,181,Cortinas,R1,32.47,5,2024-05-04,1,Decoración,25-57,0,0,,
1545,846,180,183,Cortinas,R3,123.89,8,2024-06-30,1,Decoración,91-126,0,0,,
1864,586,180,181,Cortinas,R1,31.36,7,2024-08-09,1,Decoración,25-57,0,0,,
2883,706,180,181,Cortinas,R1,42.73,7,2024-12-16,1,Decoración,25-57,0,0,,
1600,986,180,183,Cortinas,R3,111.39,10,2024-07-07,1,Decoración,91-126,0,0,,
1174,286,180,183,Cortinas,R3,94.53,4,2024-05-14,1,Decoración,91-126,0,0,,
1240,106,180,183,Cortinas,R3,101.89,7,2024-05-21,1,Decoración,91-126,0,0,,
388,946,180,183,Cortinas,R3,109.32,7,2024-02-15,1,Decoración,91-126,0,0,,
2661,136,180,181,Cortinas,R1,31.5,7,2024-11-19,1,Decoración,25-57,0,0,,
1625,96,180,182,Cortinas,R2,59.9,9,2024-07-11,1,Decoración,57-91,0,0,,
565,336,180,182,Cortinas,R2,84.55,5,2024-03-08,1,Decoración,57-91,0,0,,
1271,476,180,182,Cortinas,R2,71.82,11,2024-05-25,1,Decoración,57-91,0,0,,
796,226,180,181,Cortinas,R1,27.05,3,2024-04-03,1,Decoración,25-57,0,0,,
379,406,180,182,Cortinas,R2,64.96,1,2024-02-14,1,Decoración,57-91,0,0,,
378,366,180,183,Cortinas,R3,92.84,1,2024-02-14,1,Decoración,91-126,0,0,,
2611,36,180,181,Cortinas,R1,28.63,5,2024-11-14,1,Decoración,25-57,0,0,,
371,116,180,181,Cortinas,R1,40.19,3,2024-02-13,1,Decoración,25-57,0,0,,
2671,676,180,181,Cortinas,R1,40.01,5,2024-11-20,1,Decoración,25-57,0,0,,
2511,346,180,181,Cortinas,R1,52.57,3,2024-10-31,1,Decoración,25-57,0,0,,
1322,166,180,183,Cortinas,R3,105.06,8,2024-05-31,1,Decoración,91-126,0,0,,
2261,26,180,181,Cortinas,R1,38.87,11,2024-09-29,1,Decoración,25-57,0,0,,
2241,666,180,181,Cortinas,R1,29.89,4,2024-09-26,1,Decoración,25-57,0,0,,
770,46,180,183,Cortinas,R3,98.15,7,2024-03-31,1,Decoración,91-126,0,0,,
1331,376,180,183,Cortinas,R3,106.27,2,2024-06-01,1,Decoración,91-126,0,0,,
2575,576,180,183,Cortinas,R3,122.36,8,2024-11-09,1,Decoración,91-126,0,0,,
2567,636,180,181,Cortinas,R1,46.09,1,2024-11-08,1,Decoración,25-57,0,0,,
1389,686,180,183,Cortinas,R3,115.02,12,2024-06-08,1,Decoración,91-126,0,0,,
1383,296,180,182,Cortinas,R2,90.57,2,2024-06-07,1,Decoración,57-91,0,0,,
1373,766,180,182,Cortinas,R2,90.1,8,2024-06-06,1,Decoración,57-91,0,0,,
193,196,180,182,Cortinas,R2,90.87,4,2024-01-24,1,Decoración,57-91,0,0,,
2233,956,180,181,Cortinas,R1,37.35,2,2024-09-25,1,Decoración,25-57,0,0,,
2155,456,180,182,Cortinas,R2,70.41,10,2024-09-14,1,Decoración,57-91,0,0,,
2612,316,180,182,Cortinas,R2,90.56,2,2024-11-14,1,Decoración,57-91,0,0,,
818,56,180,182,Cortinas,R2,66.24,5,2024-04-05,1,Decoración,57-91,0,0,,
2133,856,180,182,Cortinas,R2,86.85,2,2024-09-12,1,Decoración,57-91,0,0,,
1192,736,180,182,Cortinas,R2,73.3,5,2024-05-16,1,Decoración,57-91,0,0,,
408,436,180,182,Cortinas,R2,76.78,7,2024-02-18,1,Decoración,57-91,0,0,,
407,276,180,183,Cortinas,R3,98.73,10,2024-02-18,1,Decoración,91-126,0,0,,
1612,526,180,181,Cortinas,R1,38.63,12,2024-07-09,1,Decoración,25-57,0,0,,
222,496,180,181,Cortinas,R1,37.02,5,2024-01-27,1,Decoración,25-57,0,0,,
827,906,180,182,Cortinas,R2,84.04,3,2024-04-06,1,Decoración,57-91,0,0,,
1608,796,180,182,Cortinas,R2,71.33,6,2024-07-08,1,Decoración,57-91,0,0,,
2712,326,180,182,Cortinas,R2,65.02,2,2024-11-26,1,Decoración,57-91,0,0,,
573,156,180,181,Cortinas,R1,39.67,2,2024-03-09,1,Decoración,25-57,0,0,,
1777,826,180,182,Cortinas,R2,61.22,1,2024-07-30,1,Decoración,57-91,0,0,,
1233,976,180,183,Cortinas,R3,114.76,11,2024-05-20,1,Decoración,91-126,0,0,,
2907,112,190,193,Cuadro decorativo,R3,96.66,9,2024-12-19,1,Decoración,86-126,0,0,,
1323,482,190,191,Cuadro decorativo,R1,54.21,7,2024-05-31,1,Decoración,25-61,0,0,,
2918,222,190,192,Cuadro decorativo,R2,84.64,1,2024-12-21,1,Decoración,61-86,0,0,,
1320,432,190,192,Cuadro decorativo,R2,77.42,12,2024-05-30,1,Decoración,61-86,0,0,,
1981,412,190,192,Cuadro decorativo,R2,67.79,9,2024-08-24,1,Decoración,61-86,0,0,,
1318,82,190,191,Cuadro decorativo,R1,47.42,5,2024-05-30,1,Decoración,25-61,0,0,,
1036,202,190,193,Cuadro decorativo,R3,106.72,4,2024-04-29,1,Decoración,86-126,0,0,,
2522,582,190,192,Cuadro decorativo,R2,61.67,10,2024-11-01,1,Decoración,61-86,0,0,,
2256,562,190,191,Cuadro decorativo,R1,29.72,3,2024-09-28,1,Decoración,25-61,0,0,,
1536,502,190,193,Cuadro decorativo,R3,120.85,10,2024-06-29,1,Decoración,86-126,0,0,,
2250,842,190,192,Cuadro decorativo,R2,71.4,2,2024-09-27,1,Decoración,61-86,0,0,,
2275,232,190,193,Cuadro decorativo,R3,118.49,6,2024-09-30,1,Decoración,86-126,0,0,,
2111,402,190,192,Cuadro decorativo,R2,66.46,9,2024-09-09,1,Decoración,61-86,0,0,,
2557,862,190,191,Cuadro decorativo,R1,48.36,8,2024-11-07,1,Decoración,25-61,0,0,,
961,452,190,193,Cuadro decorativo,R3,119.07,12,2024-04-21,1,Decoración,86-126,0,0,,
2960,122,190,192,Cuadro decorativo,R2,63.48,12,2024-12-26,1,Decoración,61-86,0,0,,
973,422,190,191,Cuadro decorativo,R1,47.37,9,2024-04-22,1,Decoración,25-61,0,0,,
2125,572,190,191,Cuadro decorativo,R1,35.88,5,2024-09-11,1,Decoración,25-61,0,0,,
2390,182,190,192,Cuadro decorativo,R2,78.36,11,2024-10-14,1,Decoración,61-86,0,0,,
2541,642,190,192,Cuadro decorativo,R2,73.67,7,2024-11-05,1,Decoración,61-86,0,0,,
1908,392,190,192,Cuadro decorativo,R2,81.56,2,2024-08-15,1,Decoración,61-86,0,0,,
2365,382,190,193,Cuadro decorativo,R3,115.19,3,2024-10-11,1,Decoración,86-126,0,0,,
2539,552,190,193,Cuadro decorativo,R3,88.67,11,2024-11-05,1,Decoración,86-126,0,0,,
1359,992,190,191,Cuadro decorativo,R1,52.42,3,2024-06-04,1,Decoración,25-61,0,0,,
1569,352,190,192,Cuadro decorativo,R2,85.72,5,2024-07-03,1,Decoración,61-86,0,0,,
2526,102,190,193,Cuadro decorativo,R3,119.97,3,2024-11-02,1,Decoración,86-126,0,0,,
2592,272,190,193,Cuadro decorativo,R3,93.84,10,2024-11-11,1,Decoración,86-126,0,0,,
1311,902,190,193,Cuadro decorativo,R3,111.22,9,2024-05-29,1,Decoración,86-126,0,0,,
2154,192,190,193,Cuadro decorativo,R3,86.21,5,2024-09-14,1,Decoración,86-126,0,0,,
1255,812,190,193,Cuadro decorativo,R3,107.32,10,2024-05-22,1,Decoración,86-126,0,0,,
1254,802,190,191,Cuadro decorativo,R1,27.37,5,2024-05-22,1,Decoración,25-61,0,0,,
1089,342,190,192,Cuadro decorativo,R2,61.9,5,2024-05-04,1,Decoración,61-86,0,0,,
2836,62,190,191,Cuadro decorativo,R1,34.65,11,2024-12-11,1,Decoración,25-61,0,0,,
1250,312,190,191,Cuadro decorativo,R1,42.77,1,2024-05-22,1,Decoración,25-61,0,0,,
2835,42,190,192,Cuadro decorativo,R2,72.51,11,2024-12-11,1,Decoración,61-86,0,0,,
2377,472,190,192,Cuadro decorativo,R2,78.9,2,2024-10-12,1,Decoración,61-86,0,0,,
2144,682,190,193,Cuadro decorativo,R3,111.41,11,2024-09-13,1,Decoración,86-126,0,0,,
1828,372,190,193,Cuadro decorativo,R3,124.83,6,2024-08-04,1,Decoración,86-126,0,0,,
2292,892,190,192,Cuadro decorativo,R2,61.57,3,2024-10-01,1,Decoración,61-86,0,0,,
2669,152,190,193,Cuadro decorativo,R3,86.46,4,2024-11-20,1,Decoración,86-126,0,0,,
2817,542,190,193,Cuadro decorativo,R3,104.02,9,2024-12-08,1,Decoración,86-126,0,0,,
2670,592,190,191,Cuadro decorativo,R1,34.61,9,2024-11-20,1,Decoración,25-61,0,0,,
2422,72,190,193,Cuadro decorativo,R3,111.56,1,2024-10-20,1,Decoración,86-126,0,0,,
1231,762,190,192,Cuadro decorativo,R2,65.61,9,2024-05-20,1,Decoración,61-86,0,0,,
2051,732,190,192,Cuadro decorativo,R2,84.51,9,2024-09-01,1,Decoración,61-86,0,0,,
2043,922,190,191,Cuadro decorativo,R1,45.81,7,2024-08-31,1,Decoración,25-61,0,0,,
2193,242,190,191,Cuadro decorativo,R1,30.31,11,2024-09-19,1,Decoración,25-61,0,0,,
1121,22,190,193,Cuadro decorativo,R3,122.36,6,2024-05-08,1,Decoración,86-126,0,0,,
1613,622,190,193,Cuadro decorativo,R3,108.93,4,2024-07-09,1,Decoración,86-126,0,0,,
2219,932,190,192,Cuadro decorativo,R2,78.45,4,2024-09-23,1,Decoración,61-86,0,0,,
1059,972,190,191,Cuadro decorativo,R1,26.2,10,2024-05-01,1,Decoración,25-61,0,0,,
1430,982,190,191,Cuadro decorativo,R1,34.89,10,2024-06-13,1,Decoración,25-61,0,0,,
1723,12,190,191,Cuadro decorativo,R1,59.33,1,2024-07-23,1,Decoración,25-61,0,0,,
2433,942,190,193,Cuadro decorativo,R3,99.04,8,2024-10-22,1,Decoración,86-126,0,0,,
1724,602,190,192,Cuadro decorativo,R2,76.58,11,2024-07-23,1,Decoración,61-86,0,0,,
2895,742,190,192,Cuadro decorativo,R2,66.69,6,2024-12-17,1,Decoración,61-86,0,0,,
1808,692,190,192,Cuadro decorativo,R2,76.69,2,2024-08-02,1,Decoración,61-86,0,0,,
1283,782,190,192,Cuadro decorativo,R2,67.07,6,2024-05-26,1,Decoración,61-86,0,0,,
1450,712,190,193,Cuadro decorativo,R3,103.02,2,2024-06-16,1,Decoración,86-126,0,0,,
2784,532,190,191,Cuadro decorativo,R1,27.76,4,2024-12-03,1,Decoración,25-61,0,0,,
2194,512,190,192,Cuadro decorativo,R2,66.98,7,2024-09-19,1,Decoración,61-86,0,0,,
1263,672,190,191,Cuadro decorativo,R1,47.68,6,2024-05-23,1,Decoración,25-61,0,0,,
2023,302,190,192,Cuadro decorativo,R2,80.71,11,2024-08-29,1,Decoración,61-86,0,0,,
1739,32,190,191,Cuadro decorativo,R1,26.37,6,2024-07-25,1,Decoración,25-61,0,0,,
2783,322,190,193,Cuadro decorativo,R3,101.15,6,2024-12-03,1,Decoración,86-126,0,0,,
2546,142,190,193,Cuadro decorativo,R3,114.44,10,2024-11-06,1,Decoración,86-126,0,0,,
0,792,190,192,Cuadro decorativo,R2,69.94,5,2024-01-02,1,Decoración,61-86,0,0,,
671,872,190,191,Cuadro decorativo,R1,55.89,10,2024-03-18,1,Decoración,25-61,0,0,,
733,652,190,193,Cuadro decorativo,R3,100.52,9,2024-03-25,1,Decoración,86-126,0,0,,
386,282,190,193,Cuadro decorativo,R3,87.42,7,2024-02-15,1,Decoración,86-126,0,0,,
359,462,190,193,Cuadro decorativo,R3,109.69,8,2024-02-11,1,Decoración,86-126,0,0,,
364,362,190,192,Cuadro decorativo,R2,71.97,12,2024-02-12,1,Decoración,61-86,0,0,,
638,772,190,192,Cuadro decorativo,R2,78.76,10,2024-03-15,1,Decoración,61-86,0,0,,
409,492,190,193,Cuadro decorativo,R3,120.22,5,2024-02-18,1,Decoración,86-126,0,0,,
498,702,190,193,Cuadro decorativo,R3,112.56,9,2024-02-28,1,Decoración,86-126,0,0,,
454,92,190,191,Cuadro decorativo,R1,35.48,3,2024-02-23,1,Decoración,25-61,0,0,,
882,292,190,192,Cuadro decorativo,R2,78.91,8,2024-04-12,1,Decoración,61-86,0,0,,
457,752,190,193,Cuadro decorativo,R3,110.51,11,2024-02-23,1,Decoración,86-126,0,0,,
510,822,190,191,Cuadro decorativo,R1,34.33,11,2024-02-29,1,Decoración,25-61,0,0,,
419,252,190,193,Cuadro decorativo,R3,110.99,8,2024-02-19,1,Decoración,86-126,0,0,,
809,172,190,193,Cuadro decorativo,R3,87.93,11,2024-04-04,1,Decoración,86-126,0,0,,
322,662,190,191,Cuadro decorativo,R1,42.09,12,2024-02-07,1,Decoración,25-61,0,0,,
745,132,190,191,Cuadro decorativo,R1,56.45,12,2024-03-27,1,Decoración,25-61,0,0,,
365,952,190,192,Cuadro decorativo,R2,72.08,11,2024-02-12,1,Decoración,61-86,0,0,,
19,882,190,193,Cuadro decorativo,R3,101.92,9,2024-01-04,1,Decoración,86-126,0,0,,
39,632,190,191,Cuadro decorativo,R1,30.49,12,2024-01-07,1,Decoración,25-61,0,0,,
556,612,190,191,Cuadro decorativo,R1,45.04,10,2024-03-07,1,Decoración,25-61,0,0,,
423,52,190,191,Cuadro decorativo,R1,52.23,10,2024-02-20,1,Decoración,25-61,0,0,,
123,832,190,191,Cuadro decorativo,R1,30.59,1,2024-01-16,1,Decoración,25-61,0,0,,
259,852,190,192,Cuadro decorativo,R2,78.93,4,2024-01-31,1,Decoración,61-86,0,0,,
782,522,190,191,Cuadro decorativo,R1,27.99,5,2024-04-01,1,Decoración,25-61,0,0,,
179,442,190,191,Cuadro decorativo,R1,29.17,1,2024-01-22,1,Decoración,25-61,0,0,,
124,962,190,191,Cuadro decorativo,R1,40.97,11,2024-01-16,1,Decoración,25-61,0,0,,
425,722,190,192,Cuadro decorativo,R2,84.63,5,2024-02-20,1,Decoración,61-86,0,0,,
256,162,190,191,Cuadro decorativo,R1,59.6,5,2024-01-31,1,Decoración,25-61,0,0,,
232,912,190,193,Cuadro decorativo,R3,111.56,9,2024-01-28,1,Decoración,86-126,0,0,,
480,332,190,193,Cuadro decorativo,R3,124.2,10,2024-02-26,1,Decoración,86-126,0,0,,
486,2,190,193,Cuadro decorativo,R3,106.12,3,2024-02-27,1,Decoración,86-126,0,0,,
344,212,190,191,Cuadro decorativo,R1,52.83,12,2024-02-10,1,Decoración,25-61,0,0,,
658,262,190,192,Cuadro decorativo,R2,70.89,11,2024-03-17,1,Decoración,61-86,0,0,,
1697,2567,200,201,Cámara digital,R1,47.38,6,2024-07-19,3,Electrónica,25-56,0,0,,
2459,2607,200,201,Cámara digital,R1,54.75,10,2024-10-25,3,Electrónica,25-56,0,0,,
2523,2657,200,201,Cámara digital,R1,30.79,8,2024-11-01,3,Electrónica,25-56,0,0,,
2760,2757,200,202,Cámara digital,R2,56.44,7,2024-11-30,3,Electrónica,56-87,0,0,,
33,2487,200,201,Cámara digital,R1,50.76,3,2024-01-06,3,Electrónica,25-56,0,0,,
685,2157,200,202,Cámara digital,R2,65.62,8,2024-03-19,3,Electrónica,56-87,0,0,,
2748,2447,200,201,Cámara digital,R1,33.69,5,2024-11-29,3,Electrónica,25-56,0,0,,
684,2047,200,202,Cámara digital,R2,85.45,3,2024-03-19,3,Electrónica,56-87,0,0,,
2724,2707,200,203,Cámara digital,R3,104.82,6,2024-11-26,3,Electrónica,87-123,0,0,,
1270,2907,200,203,Cámara digital,R3,98.69,9,2024-05-24,3,Electrónica,87-123,0,0,,
2833,2337,200,202,Cámara digital,R2,77.7,9,2024-12-10,3,Electrónica,56-87,0,0,,
683,2037,200,202,Cámara digital,R2,68.66,12,2024-03-19,3,Electrónica,56-87,0,0,,
1542,2747,200,203,Cámara digital,R3,106.28,7,2024-06-29,3,Electrónica,87-123,0,0,,
2910,2167,200,203,Cámara digital,R3,119.75,3,2024-12-19,3,Electrónica,87-123,0,0,,
904,2097,200,201,Cámara digital,R1,42.17,8,2024-04-14,3,Electrónica,25-56,0,0,,
1996,2527,200,202,Cámara digital,R2,60.1,7,2024-08-25,3,Electrónica,56-87,0,0,,
292,2007,200,203,Cámara digital,R3,117.11,9,2024-02-03,3,Electrónica,87-123,0,0,,
896,2996,200,202,Cámara digital,R2,63.89,1,2024-04-13,3,Electrónica,56-87,0,0,,
1914,2967,200,202,Cámara digital,R2,75.37,3,2024-08-15,3,Electrónica,56-87,0,0,,
507,2697,200,203,Cámara digital,R3,117.71,2,2024-02-28,3,Electrónica,87-123,0,0,,
2842,2277,200,202,Cámara digital,R2,58.12,7,2024-12-11,3,Electrónica,56-87,0,0,,
2492,2217,200,201,Cámara digital,R1,49.71,11,2024-10-28,3,Electrónica,25-56,0,0,,
2497,2107,200,202,Cámara digital,R2,64.14,3,2024-10-29,3,Electrónica,56-87,0,0,,
2380,2137,200,203,Cámara digital,R3,108.68,1,2024-10-12,3,Electrónica,87-123,0,0,,
1581,2237,200,201,Cámara digital,R1,29.68,11,2024-07-04,3,Electrónica,25-56,0,0,,
1946,2537,200,202,Cámara digital,R2,74.1,9,2024-08-20,3,Electrónica,56-87,0,0,,
2170,2557,200,203,Cámara digital,R3,107.02,5,2024-09-15,3,Electrónica,87-123,0,0,,
2826,2597,200,201,Cámara digital,R1,55.5,1,2024-12-09,3,Electrónica,25-56,0,0,,
1169,2177,200,201,Cámara digital,R1,55.84,7,2024-05-13,3,Electrónica,25-56,0,0,,
1171,2797,200,201,Cámara digital,R1,53.44,11,2024-05-13,3,Electrónica,25-56,0,0,,
2821,2687,200,201,Cámara digital,R1,28.98,11,2024-12-08,3,Electrónica,25-56,0,0,,
666,2577,200,201,Cámara digital,R1,45.12,6,2024-03-17,3,Electrónica,25-56,0,0,,
644,2647,200,203,Cámara digital,R3,90.34,1,2024-03-15,3,Electrónica,87-123,0,0,,
1970,2517,200,202,Cámara digital,R2,68.19,6,2024-08-22,3,Electrónica,56-87,0,0,,
1890,2257,200,201,Cámara digital,R1,55.52,2,2024-08-12,3,Electrónica,25-56,0,0,,
1728,2397,200,202,Cámara digital,R2,56.77,4,2024-07-23,3,Electrónica,56-87,0,0,,
462,2587,200,202,Cámara digital,R2,61.4,7,2024-02-23,3,Electrónica,56-87,0,0,,
2796,2867,200,203,Cámara digital,R3,113.61,9,2024-12-04,3,Electrónica,87-123,0,0,,
2795,2197,200,202,Cámara digital,R2,77.54,6,2024-12-04,3,Electrónica,56-87,0,0,,
667,2677,200,203,Cámara digital,R3,92,10,2024-03-17,3,Electrónica,87-123,0,0,,
2140,2497,200,201,Cámara digital,R1,49.95,5,2024-09-12,3,Electrónica,25-56,0,0,,
1207,2767,200,201,Cámara digital,R1,42.61,11,2024-05-17,3,Electrónica,25-56,0,0,,
1913,2307,200,201,Cámara digital,R1,50.6,6,2024-08-15,3,Electrónica,25-56,0,0,,
1906,2637,200,202,Cámara digital,R2,64.62,10,2024-08-14,3,Electrónica,56-87,0,0,,
1905,2407,200,201,Cámara digital,R1,38.69,1,2024-08-14,3,Electrónica,25-56,0,0,,
527,2777,200,201,Cámara digital,R1,31.52,8,2024-03-02,3,Electrónica,25-56,0,0,,
1557,2787,200,202,Cámara digital,R2,79.77,2,2024-07-01,3,Electrónica,56-87,0,0,,
2518,2817,200,201,Cámara digital,R1,29.73,9,2024-10-31,3,Electrónica,25-56,0,0,,
894,2547,200,202,Cámara digital,R2,60.29,6,2024-04-13,3,Electrónica,56-87,0,0,,
2129,2327,200,203,Cámara digital,R3,100.2,12,2024-09-11,3,Electrónica,87-123,0,0,,
68,2917,200,203,Cámara digital,R3,120.87,7,2024-01-09,3,Electrónica,87-123,0,0,,
1307,2067,200,203,Cámara digital,R3,102.63,7,2024-05-28,3,Electrónica,87-123,0,0,,
1044,2367,200,203,Cámara digital,R3,91.04,8,2024-04-29,3,Electrónica,87-123,0,0,,
990,2227,200,201,Cámara digital,R1,46.25,8,2024-04-24,3,Electrónica,25-56,0,0,,
1839,2717,200,202,Cámara digital,R2,70.28,6,2024-08-04,3,Electrónica,56-87,0,0,,
2564,2357,200,201,Cámara digital,R1,49.9,1,2024-11-07,3,Electrónica,25-56,0,0,,
1008,2027,200,202,Cámara digital,R2,69.96,10,2024-04-26,3,Electrónica,56-87,0,0,,
1363,2017,200,201,Cámara digital,R1,54.04,8,2024-06-04,3,Electrónica,25-56,0,0,,
1365,2807,200,201,Cámara digital,R1,44.43,6,2024-06-04,3,Electrónica,25-56,0,0,,
169,2987,200,203,Cámara digital,R3,91.13,8,2024-01-20,3,Electrónica,87-123,0,0,,
1005,2827,200,201,Cámara digital,R1,35.99,2,2024-04-25,3,Electrónica,25-56,0,0,,
1826,2737,200,202,Cámara digital,R2,60.78,8,2024-08-03,3,Electrónica,56-87,0,0,,
2271,2467,200,202,Cámara digital,R2,70.53,7,2024-09-29,3,Electrónica,56-87,0,0,,
2326,2417,200,203,Cámara digital,R3,109.02,2,2024-10-06,3,Electrónica,87-123,0,0,,
1439,2377,200,203,Cámara digital,R3,107.92,9,2024-06-14,3,Electrónica,87-123,0,0,,
1474,2127,200,202,Cámara digital,R2,70.38,12,2024-06-20,3,Electrónica,56-87,0,0,,
1358,2207,200,203,Cámara digital,R3,110.08,4,2024-06-03,3,Electrónica,87-123,0,0,,
631,2347,200,203,Cámara digital,R3,112.14,3,2024-03-14,3,Electrónica,87-123,0,0,,
168,2897,200,202,Cámara digital,R2,71.45,5,2024-01-20,3,Electrónica,56-87,0,0,,
1035,2877,200,201,Cámara digital,R1,45.1,1,2024-04-28,3,Electrónica,25-56,0,0,,
1651,2927,200,203,Cámara digital,R3,103.18,9,2024-07-13,3,Electrónica,87-123,0,0,,
165,2187,200,203,Cámara digital,R3,108.61,2,2024-01-20,3,Electrónica,87-123,0,0,,
1654,2247,200,201,Cámara digital,R1,28.06,7,2024-07-14,3,Electrónica,25-56,0,0,,
1399,2957,200,201,Cámara digital,R1,37.59,6,2024-06-08,3,Electrónica,25-56,0,0,,
315,2267,200,202,Cámara digital,R2,57.81,10,2024-02-06,3,Electrónica,56-87,0,0,,
1816,2937,200,203,Cámara digital,R3,96.88,6,2024-08-02,3,Electrónica,87-123,0,0,,
2404,2427,200,203,Cámara digital,R3,96.56,1,2024-10-16,3,Electrónica,87-123,0,0,,
319,2627,200,203,Cámara digital,R3,102.83,5,2024-02-06,3,Electrónica,87-123,0,0,,
318,2617,200,203,Cámara digital,R3,89.53,9,2024-02-06,3,Electrónica,87-123,0,0,,
2627,2727,200,203,Cámara digital,R3,114.98,12,2024-11-15,3,Electrónica,87-123,0,0,,
2947,2457,200,202,Cámara digital,R2,75.98,8,2024-12-24,3,Electrónica,56-87,0,0,,
1011,2147,200,202,Cámara digital,R2,74.37,6,2024-04-26,3,Electrónica,56-87,0,0,,
2579,2507,200,201,Cámara digital,R1,27.72,8,2024-11-09,3,Electrónica,25-56,0,0,,
2589,2087,200,201,Cámara digital,R1,35.44,3,2024-11-10,3,Electrónica,25-56,0,0,,
2238,2317,200,202,Cámara digital,R2,56.34,7,2024-09-25,3,Electrónica,56-87,0,0,,
429,2077,200,201,Cámara digital,R1,28.16,4,2024-02-20,3,Electrónica,25-56,0,0,,
417,2837,200,202,Cámara digital,R2,63.35,1,2024-02-18,3,Electrónica,56-87,0,0,,
130,2477,200,201,Cámara digital,R1,38.37,9,2024-01-16,3,Electrónica,25-56,0,0,,
2702,2387,200,202,Cámara digital,R2,58.22,5,2024-11-24,3,Electrónica,56-87,0,0,,
1317,2847,200,203,Cámara digital,R3,122.31,4,2024-05-29,3,Electrónica,87-123,0,0,,
29,2947,200,203,Cámara digital,R3,107.78,3,2024-01-05,3,Electrónica,87-123,0,0,,
1023,2287,200,201,Cámara digital,R1,26.79,11,2024-04-27,3,Electrónica,25-56,0,0,,
1506,2057,200,203,Cámara digital,R3,109.29,10,2024-06-25,3,Electrónica,87-123,0,0,,
2683,2977,200,203,Cámara digital,R3,116.01,12,2024-11-21,3,Electrónica,87-123,0,0,,
979,2887,200,203,Cámara digital,R3,118.02,1,2024-04-22,3,Electrónica,87-123,0,0,,
2258,2117,200,202,Cámara digital,R2,73.65,11,2024-09-28,3,Electrónica,56-87,0,0,,
2400,2667,200,201,Cámara digital,R1,26.32,4,2024-10-15,3,Electrónica,25-56,0,0,,
622,2437,200,202,Cámara digital,R2,80.06,3,2024-03-13,3,Electrónica,56-87,0,0,,
147,2297,200,203,Cámara digital,R3,119.43,5,2024-01-18,3,Electrónica,87-123,0,0,,
1754,2857,200,203,Cámara digital,R3,102.7,10,2024-07-26,3,Electrónica,87-123,0,0,,
2376,317,210,213,Elementos de cerámica,R3,94.69,11,2024-10-12,1,Decoración,90-125,0,0,,
180,547,210,212,Elementos de cerámica,R2,83.81,6,2024-01-22,1,Decoración,52-90,0,0,,
2509,47,210,212,Elementos de cerámica,R2,66.54,11,2024-10-31,1,Decoración,52-90,0,0,,
1163,147,210,211,Elementos de cerámica,R1,32,2,2024-05-13,1,Decoración,26-52,0,0,,
95,507,210,213,Elementos de cerámica,R3,111.1,1,2024-01-13,1,Decoración,90-125,0,0,,
1419,297,210,212,Elementos de cerámica,R2,73.17,10,2024-06-12,1,Decoración,52-90,0,0,,
1481,267,210,212,Elementos de cerámica,R2,58.78,11,2024-06-22,1,Decoración,52-90,0,0,,
2827,67,210,213,Elementos de cerámica,R3,109.07,12,2024-12-10,1,Decoración,90-125,0,0,,
2166,247,210,212,Elementos de cerámica,R2,53.23,5,2024-09-15,1,Decoración,52-90,0,0,,
2167,927,210,212,Elementos de cerámica,R2,53.69,12,2024-09-15,1,Decoración,52-90,0,0,,
305,347,210,212,Elementos de cerámica,R2,83.52,12,2024-02-05,1,Decoración,52-90,0,0,,
1456,767,210,211,Elementos de cerámica,R1,40.69,11,2024-06-17,1,Decoración,26-52,0,0,,
1464,777,210,212,Elementos de cerámica,R2,62.21,1,2024-06-19,1,Decoración,52-90,0,0,,
482,697,210,212,Elementos de cerámica,R2,67.37,2,2024-02-26,1,Decoración,52-90,0,0,,
2591,217,210,211,Elementos de cerámica,R1,47.48,2,2024-11-11,1,Decoración,26-52,0,0,,
387,457,210,211,Elementos de cerámica,R1,38.25,1,2024-02-15,1,Decoración,26-52,0,0,,
